,window,entry_z,exit_z,pnl
332,15,2.1,0.5571428571428572,330675.0
333,15,2.1,0.6714285714285715,328699.5
334,15,2.1,0.7857142857142857,328167.5
335,15,2.1,0.9,327887.5
336,15,2.3,0.1,39399.0
337,15,2.3,0.2142857142857143,38766.5
338,15,2.3,0.3285714285714286,38051.0
339,15,2.3,0.44285714285714284,37749.0
340,15,2.3,0.5571428571428572,37612.0
341,15,2.3,0.6714285714285715,36981.5
342,15,2.3,0.7857142857142857,36760.5
343,15,2.3,0.9,36598.5
344,15,2.5,0.1,11481.5
345,15,2.5,0.2142857142857143,11481.5
346,15,2.5,0.3285714285714286,11481.5
347,15,2.5,0.44285714285714284,11356.5
348,15,2.5,0.5571428571428572,11266.0
349,15,2.5,0.6714285714285715,10635.5
350,15,2.5,0.7857142857142857,10414.5
351,15,2.5,0.9,10414.5
352,20,0.5,0.1,3144087.0
353,20,0.5,0.2142857142857143,3133927.5
354,20,0.5,0.3285714285714286,3102985.0
355,20,0.5,0.44285714285714284,3045396.5
356,20,0.5,0.5571428571428572,2975149.5
357,20,0.5,0.6714285714285715,2905493.0
358,20,0.5,0.7857142857142857,2846051.5
359,20,0.5,0.9,2792351.5
360,20,0.7,0.1,2892475.0
361,20,0.7,0.2142857142857143,2882751.0
362,20,0.7,0.3285714285714286,2849467.5
363,20,0.7,0.44285714285714284,2798615.5
364,20,0.7,0.5571428571428572,2747841.0
365,20,0.7,0.6714285714285715,2694475.0
366,20,0.7,0.7857142857142857,2634149.0
367,20,0.7,0.9,2579691.5
368,20,0.9,0.1,2593318.5
369,20,0.9,0.2142857142857143,2579962.0
370,20,0.9,0.3285714285714286,2545174.0
371,20,0.9,0.44285714285714284,2497661.0
372,20,0.9,0.5571428571428572,2447093.0
373,20,0.9,0.6714285714285715,2397566.0
374,20,0.9,0.7857142857142857,2361496.5
375,20,0.9,0.9,2318971.5
376,20,1.1,0.1,2201663.5
377,20,1.1,0.2142857142857143,2186110.5
378,20,1.1,0.3285714285714286,2152872.0
379,20,1.1,0.44285714285714284,2113793.5
380,20,1.1,0.5571428571428572,2074701.0
381,20,1.1,0.6714285714285715,2032909.5
382,20,1.1,0.7857142857142857,2003279.0
383,20,1.1,0.9,1974413.0
384,20,1.3,0.1,1890592.5
385,20,1.3,0.2142857142857143,1873115.0
386,20,1.3,0.3285714285714286,1839838.0
387,20,1.3,0.44285714285714284,1805587.0
388,20,1.3,0.5571428571428572,1767192.0
389,20,1.3,0.6714285714285715,1728038.0
390,20,1.3,0.7857142857142857,1703326.5
391,20,1.3,0.9,1680189.0
392,20,1.5,0.1,1547335.5
393,20,1.5,0.2142857142857143,1526268.5
394,20,1.5,0.3285714285714286,1493577.5
395,20,1.5,0.44285714285714284,1460688.0
396,20,1.5,0.5571428571428572,1426620.0
397,20,1.5,0.6714285714285715,1392259.5
398,20,1.5,0.7857142857142857,1373484.0
399,20,1.5,0.9,1358395.0
400,20,1.7000000000000002,0.1,1183757.0
401,20,1.7000000000000002,0.2142857142857143,1169947.0
402,20,1.7000000000000002,0.3285714285714286,1142806.5
403,20,1.7000000000000002,0.44285714285714284,1116871.0
404,20,1.7000000000000002,0.5571428571428572,1090505.0
405,20,1.7000000000000002,0.6714285714285715,1065473.0
406,20,1.7000000000000002,0.7857142857142857,1055108.5
407,20,1.7000000000000002,0.9,1050286.5
408,20,1.9000000000000001,0.1,774043.5
409,20,1.9000000000000001,0.2142857142857143,767996.5
410,20,1.9000000000000001,0.3285714285714286,748454.0
411,20,1.9000000000000001,0.44285714285714284,728494.5
412,20,1.9000000000000001,0.5571428571428572,713589.5
413,20,1.9000000000000001,0.6714285714285715,702493.0
414,20,1.9000000000000001,0.7857142857142857,697041.5
415,20,1.9000000000000001,0.9,694346.5
416,20,2.1,0.1,299042.5
417,20,2.1,0.2142857142857143,295097.5
418,20,2.1,0.3285714285714286,286860.0
419,20,2.1,0.44285714285714284,282453.0
420,20,2.1,0.5571428571428572,278664.0
421,20,2.1,0.6714285714285715,274180.5
422,20,2.1,0.7857142857142857,271889.5
423,20,2.1,0.9,270694.0
424,20,2.3,0.1,105159.0
425,20,2.3,0.2142857142857143,104759.5
426,20,2.3,0.3285714285714286,103853.5
427,20,2.3,0.44285714285714284,102402.0
428,20,2.3,0.5571428571428572,99576.0
429,20,2.3,0.6714285714285715,96666.0
430,20,2.3,0.7857142857142857,95798.5
431,20,2.3,0.9,95661.5
432,20,2.5,0.1,39355.5
433,20,2.5,0.2142857142857143,39157.5
434,20,2.5,0.3285714285714286,38581.5
435,20,2.5,0.44285714285714284,37692.0
436,20,2.5,0.5571428571428572,36558.0
437,20,2.5,0.6714285714285715,35907.0
438,20,2.5,0.7857142857142857,35907.0
439,20,2.5,0.9,35907.0
440,40,0.5,0.1,3178535.5
441,40,0.5,0.2142857142857143,3173855.5
442,40,0.5,0.3285714285714286,3155825.0
443,40,0.5,0.44285714285714284,3104830.5
444,40,0.5,0.5571428571428572,3033815.5
445,40,0.5,0.6714285714285715,2964342.0
446,40,0.5,0.7857142857142857,2895384.5
447,40,0.5,0.9,2847352.5
448,40,0.7,0.1,2928730.0
449,40,0.7,0.2142857142857143,2921530.5
450,40,0.7,0.3285714285714286,2900912.0
451,40,0.7,0.44285714285714284,2851185.0
452,40,0.7,0.5571428571428572,2799121.0
453,40,0.7,0.6714285714285715,2752687.0
454,40,0.7,0.7857142857142857,2681911.5
455,40,0.7,0.9,2633867.5
456,40,0.9,0.1,2648156.0
457,40,0.9,0.2142857142857143,2638365.0
458,40,0.9,0.3285714285714286,2615736.5
459,40,0.9,0.44285714285714284,2566019.0
460,40,0.9,0.5571428571428572,2512313.5
461,40,0.9,0.6714285714285715,2465188.0
462,40,0.9,0.7857142857142857,2422167.0
463,40,0.9,0.9,2388104.5
464,40,1.1,0.1,2247868.5
465,40,1.1,0.2142857142857143,2236614.5
466,40,1.1,0.3285714285714286,2213161.0
467,40,1.1,0.44285714285714284,2171373.0
468,40,1.1,0.5571428571428572,2132057.5
469,40,1.1,0.6714285714285715,2093394.5
470,40,1.1,0.7857142857142857,2053621.0
471,40,1.1,0.9,2027730.5
472,40,1.3,0.1,1956513.0
473,40,1.3,0.2142857142857143,1943160.0
474,40,1.3,0.3285714285714286,1918834.5
475,40,1.3,0.44285714285714284,1876700.0
476,40,1.3,0.5571428571428572,1840497.5
477,40,1.3,0.6714285714285715,1804093.0
478,40,1.3,0.7857142857142857,1769130.5
479,40,1.3,0.9,1745721.0
480,40,1.5,0.1,1622223.0
481,40,1.5,0.2142857142857143,1606264.5
482,40,1.5,0.3285714285714286,1579002.5
483,40,1.5,0.44285714285714284,1546560.0
484,40,1.5,0.5571428571428572,1514424.0
485,40,1.5,0.6714285714285715,1480994.0
486,40,1.5,0.7857142857142857,1448878.5
487,40,1.5,0.9,1431427.5
488,40,1.7000000000000002,0.1,1302222.0
489,40,1.7000000000000002,0.2142857142857143,1289184.5
490,40,1.7000000000000002,0.3285714285714286,1265676.5
491,40,1.7000000000000002,0.44285714285714284,1235701.5
492,40,1.7000000000000002,0.5571428571428572,1206435.5
493,40,1.7000000000000002,0.6714285714285715,1177754.5
494,40,1.7000000000000002,0.7857142857142857,1153977.5
495,40,1.7000000000000002,0.9,1147298.0
496,40,1.9000000000000001,0.1,978257.0
497,40,1.9000000000000001,0.2142857142857143,972340.5
498,40,1.9000000000000001,0.3285714285714286,958400.0
