buy_z,sell_z,exit_z,pnl,sharpe
0.5,1.1,0.1,3850.0,0.18738632068892555
0.5,1.1,0.15000000000000002,3910.0,0.193132665401798
0.5,1.1,0.2,3880.0,0.19296941893178537
0.5,1.1,0.25,3870.0,0.1964606794312124
0.5,1.1,0.3,3960.0,0.203297550081964
0.5,1.1,0.35000000000000003,3720.0,0.1921965905680167
0.5,1.1,0.4,3520.0,0.18306432258510802
0.5,1.2000000000000002,0.05,3310.0,0.17184578562851655
0.5,1.2000000000000002,0.1,3070.0,0.15977961180575212
0.5,1.2000000000000002,0.15000000000000002,3180.0,0.16649332124560054
0.5,1.2000000000000002,0.2,3200.0,0.1687955854952735
0.5,1.2000000000000002,0.25,3270.0,0.17334896279079035
0.5,1.2000000000000002,0.3,3390.0,0.18179088741011853
0.5,1.2000000000000002,0.35000000000000003,3240.0,0.17465422969498437
0.5,1.2000000000000002,0.4,3100.0,0.16821582473549027
0.5,1.3,0.05,3320.0,0.17551612442036976
0.5,1.3,0.1,3080.0,0.1632455666045134
0.5,1.3,0.15000000000000002,3190.0,0.17012361706191612
0.5,1.3,0.2,3210.0,0.1725214205171085
0.5,1.3,0.25,3280.0,0.1771973077602248
0.5,1.3,0.3,3400.0,0.18589001026464758
0.5,1.3,0.35000000000000003,3250.0,0.17865365826882898
0.5,1.3,0.4,3110.0,0.17213743219884323
0.5,1.4,0.05,3520.0,0.1913855164029826
0.5,1.4,0.1,3280.0,0.1788200039466848
0.5,1.4,0.15000000000000002,3390.0,0.18602961180693692
0.5,1.4,0.2,3410.0,0.18866889832733846
0.5,1.4,0.25,3480.0,0.19360006453986162
0.5,1.4,0.3,3600.0,0.20283396331707793
0.5,1.4,0.35000000000000003,3450.0,0.19550377104033792
0.5,1.4,0.4,3310.0,0.18894652624746094
0.5,1.5,0.05,3650.0,0.20233351316832715
0.5,1.5,0.1,3410.0,0.18956212938812106
0.5,1.5,0.15000000000000002,3520.0,0.19701241800355684
0.5,1.5,0.2,3540.0,0.19983079968431375
0.5,1.5,0.25,3610.0,0.20494850224989825
0.5,1.5,0.3,3730.0,0.21458022411730554
0.5,1.5,0.35000000000000003,3580.0,0.20718986115980767
0.5,1.5,0.4,3440.0,0.20061174743053942
0.6000000000000001,0.7000000000000001,0.05,3410.0,0.1623373800521734
0.6000000000000001,0.7000000000000001,0.1,3140.0,0.14980414959932595
0.6000000000000001,0.7000000000000001,0.15000000000000002,3000.0,0.14539963268575173
0.6000000000000001,0.7000000000000001,0.2,2770.0,0.1344791972707606
0.6000000000000001,0.7000000000000001,0.25,2740.0,0.13595131212124145
0.6000000000000001,0.7000000000000001,0.3,2620.0,0.1311198698662581
0.6000000000000001,0.7000000000000001,0.35000000000000003,2480.0,0.12484849977885291
0.6000000000000001,0.7000000000000001,0.4,2210.0,0.1120852691444708
0.6000000000000001,0.8,0.05,3510.0,0.16850924819458066
0.6000000000000001,0.8,0.1,3240.0,0.1558860954075685
0.6000000000000001,0.8,0.15000000000000002,3100.0,0.1515620308741006
0.6000000000000001,0.8,0.2,2870.0,0.1405583756724443
0.6000000000000001,0.8,0.25,2600.0,0.13000652628506865
0.6000000000000001,0.8,0.3,2520.0,0.1270810385961806
0.6000000000000001,0.8,0.35000000000000003,2400.0,0.12175006762616335
0.6000000000000001,0.8,0.4,2170.0,0.1108984393973828
0.6000000000000001,0.9,0.05,3790.0,0.1822836768638769
0.6000000000000001,0.9,0.1,3520.0,0.16966807730375386
0.6000000000000001,0.9,0.15000000000000002,3380.0,0.16556416266768376
0.6000000000000001,0.9,0.2,3150.0,0.15456418383159218
0.6000000000000001,0.9,0.25,2880.0,0.14429205841104628
0.6000000000000001,0.9,0.3,2800.0,0.14148519982531685
0.6000000000000001,0.9,0.35000000000000003,2680.0,0.13623096211862407
0.6000000000000001,0.9,0.4,2450.0,0.125466482668419
0.6000000000000001,1.0,0.05,4070.0,0.2001034836421523
0.6000000000000001,1.0,0.1,3800.0,0.1872557635966986
0.6000000000000001,1.0,0.15000000000000002,3660.0,0.18341967121332386
0.6000000000000001,1.0,0.2,3430.0,0.17220366129449996
0.6000000000000001,1.0,0.25,3160.0,0.1621513015477874
0.6000000000000001,1.0,0.3,3080.0,0.15946670230399307
0.6000000000000001,1.0,0.35000000000000003,2960.0,0.15421575985614192
0.6000000000000001,1.0,0.4,2730.0,0.1433454393811825
0.6000000000000001,1.1,0.05,4360.0,0.21519851372224802
0.6000000000000001,1.1,0.1,4090.0,0.20233680508792085
0.6000000000000001,1.1,0.15000000000000002,3950.0,0.1987559740430597
0.6000000000000001,1.1,0.2,3720.0,0.18752343942510863
0.6000000000000001,1.1,0.25,3450.0,0.17778518320369754
0.6000000000000001,1.1,0.3,3370.0,0.17523692595961368
0.6000000000000001,1.1,0.35000000000000003,3250.0,0.1700671399954946
0.6000000000000001,1.1,0.4,3020.0,0.15927874774916323
0.6000000000000001,1.2000000000000002,0.05,3550.0,0.1877613731747337
0.6000000000000001,1.2000000000000002,0.1,3310.0,0.1755166777809558
0.6000000000000001,1.2000000000000002,0.15000000000000002,3220.0,0.17214093851854087
0.6000000000000001,1.2000000000000002,0.2,3040.0,0.1628109533215525
0.6000000000000001,1.2000000000000002,0.25,2850.0,0.15357847189589963
0.6000000000000001,1.2000000000000002,0.3,2800.0,0.15226656855007625
0.6000000000000001,1.2000000000000002,0.35000000000000003,2770.0,0.15140717882550625
0.6000000000000001,1.2000000000000002,0.4,2600.0,0.14325758923224904
0.6000000000000001,1.3,0.05,3560.0,0.191866618729509
0.6000000000000001,1.3,0.1,3320.0,0.1794083979350802
0.6000000000000001,1.3,0.15000000000000002,3230.0,0.17602836588741883
0.6000000000000001,1.3,0.2,3050.0,0.16652997474556472
0.6000000000000001,1.3,0.25,2860.0,0.15715927742827457
0.6000000000000001,1.3,0.3,2810.0,0.15588372314885196
0.6000000000000001,1.3,0.35000000000000003,2780.0,0.15504226265315274
0.6000000000000001,1.3,0.4,2610.0,0.14678017174619856
0.6000000000000001,1.4,0.05,3760.0,0.2086499170433162
0.6000000000000001,1.4,0.1,3520.0,0.19588343401980793
0.6000000000000001,1.4,0.15000000000000002,3430.0,0.1925966821996634
0.6000000000000001,1.4,0.2,3250.0,0.1828522927388005
0.6000000000000001,1.4,0.25,3060.0,0.17333760335059148
0.6000000000000001,1.4,0.3,3010.0,0.1722340737973014
0.6000000000000001,1.4,0.35000000000000003,2980.0,0.17148583426616312
0.6000000000000001,1.4,0.4,2810.0,0.16314582962278015
0.6000000000000001,1.5,0.05,3890.0,0.22026536007194134
0.6000000000000001,1.5,0.1,3650.0,0.2072834208049014
0.6000000000000001,1.5,0.15000000000000002,3560.0,0.2040724523141433
0.6000000000000001,1.5,0.2,3380.0,0.19415554804356885
0.6000000000000001,1.5,0.25,3190.0,0.18454577050415097
0.6000000000000001,1.5,0.3,3140.0,0.1835754609353873
0.6000000000000001,1.5,0.35000000000000003,3110.0,0.18289987019509776
0.6000000000000001,1.5,0.4,2940.0,0.17451425064735274
0.7000000000000001,0.8,0.05,3220.0,0.1563740460463736
0.7000000000000001,0.8,0.1,2980.0,0.14503169407780953
0.7000000000000001,0.8,0.15000000000000002,2870.0,0.14157259888876905
0.7000000000000001,0.8,0.2,2660.0,0.13143580483542613
0.7000000000000001,0.8,0.25,2410.0,0.12160901294319665
0.7000000000000001,0.8,0.3,2380.0,0.12097656487783667
0.7000000000000001,0.8,0.35000000000000003,2350.0,0.12005684146857376
0.7000000000000001,0.8,0.4,2120.0,0.10888094342095028
0.7000000000000001,0.9,0.05,3500.0,0.1702891243973932
0.7000000000000001,0.9,0.1,3260.0,0.1589562321259003
0.7000000000000001,0.9,0.15000000000000002,3150.0,0.15568375200082665
0.7000000000000001,0.9,0.2,2940.0,0.14555173921481293
0.7000000000000001,0.9,0.25,2690.0,0.13601121294289895
0.7000000000000001,0.9,0.3,2660.0,0.1354854009041102
0.7000000000000001,0.9,0.35000000000000003,2630.0,0.13463883936044105
0.7000000000000001,0.9,0.4,2400.0,0.12351851589004557
0.7000000000000001,1.0,0.05,3780.0,0.18810053799995097
0.7000000000000001,1.0,0.1,3540.0,0.17655733035434992
0.7000000000000001,1.0,0.15000000000000002,3430.0,0.17351015043868964
0.7000000000000001,1.0,0.2,3220.0,0.16317697255053926
0.7000000000000001,1.0,0.25,2970.0,0.15387161094225746
0.7000000000000001,1.0,0.3,2940.0,0.15349640067486586
0.7000000000000001,1.0,0.35000000000000003,2910.0,0.1527425005454989
0.7000000000000001,1.0,0.4,2680.0,0.14145765431984386
0.7000000000000001,1.1,0.05,4070.0,0.20334163553684584
0.7000000000000001,1.1,0.1,3830.0,0.19178848896143985
0.7000000000000001,1.1,0.15000000000000002,3720.0,0.1889578983886484
0.7000000000000001,1.1,0.2,3510.0,0.17861075098496032
0.7000000000000001,1.1,0.25,3260.0,0.1696283300098734
0.7000000000000001,1.1,0.3,3230.0,0.16937971930286472
0.7000000000000001,1.1,0.35000000000000003,3200.0,0.16871178293726416
0.7000000000000001,1.1,0.4,2970.0,0.15747008680329827
0.7000000000000001,1.2000000000000002,0.05,3260.0,0.174851617691593
0.7000000000000001,1.2000000000000002,0.1,3050.0,0.1640058945867671
0.7000000000000001,1.2000000000000002,0.15000000000000002,2990.0,0.16155964639523548
0.7000000000000001,1.2000000000000002,0.2,2830.0,0.15318525678802483
0.7000000000000001,1.2000000000000002,0.25,2660.0,0.14486694721787566
0.7000000000000001,1.2000000000000002,0.3,2660.0,0.14599507281110802
0.7000000000000001,1.2000000000000002,0.35000000000000003,2720.0,0.14989714377595822
0.7000000000000001,1.2000000000000002,0.4,2550.0,0.1413142342128445
0.7000000000000001,1.3,0.05,3270.0,0.17881653169655273
0.7000000000000001,1.3,0.1,3060.0,0.16777711999157832
0.7000000000000001,1.3,0.15000000000000002,3000.0,0.16531737417331793
0.7000000000000001,1.3,0.2,2840.0,0.15678888896498988
0.7000000000000001,1.3,0.25,2670.0,0.1483450076407193
0.7000000000000001,1.3,0.3,2670.0,0.1495478713548162
0.7000000000000001,1.3,0.35000000000000003,2730.0,0.1535582127051252
0.7000000000000001,1.3,0.4,2560.0,0.1448349452929792
0.7000000000000001,1.4,0.05,3470.0,0.1955489198759622
0.7000000000000001,1.4,0.1,3260.0,0.18423253118345007
0.7000000000000001,1.4,0.15000000000000002,3200.0,0.18181161678739532
0.7000000000000001,1.4,0.2,3040.0,0.1730594282149504
0.7000000000000001,1.4,0.25,2870.0,0.16449180682859751
0.7000000000000001,1.4,0.3,2870.0,0.1659122670520347
0.7000000000000001,1.4,0.35000000000000003,2930.0,0.1701478370487214
0.7000000000000001,1.4,0.4,2760.0,0.1612715885703552
0.7000000000000001,1.5,0.05,3600.0,0.20714515066530867
0.7000000000000001,1.5,0.1,3390.0,0.19563508944283975
0.7000000000000001,1.5,0.15000000000000002,3330.0,0.19324760876891015
0.7000000000000001,1.5,0.2,3170.0,0.18433844603107236
0.7000000000000001,1.5,0.25,3000.0,0.1756900416331515
0.7000000000000001,1.5,0.3,3000.0,0.1772749628018927
0.7000000000000001,1.5,0.35000000000000003,3060.0,0.18167630140515917
0.7000000000000001,1.5,0.4,2890.0,0.1726979355869649
0.8,0.9,0.05,3580.0,0.175017421560532
0.8,0.9,0.1,3340.0,0.1636420112819518
0.8,0.9,0.15000000000000002,3230.0,0.160428357808844
0.8,0.9,0.2,3020.0,0.15025542285637922
0.8,0.9,0.25,2770.0,0.14078242079460354
0.8,0.9,0.3,2830.0,0.14499149084187024
0.8,0.9,0.35000000000000003,2640.0,0.13647937774264374
0.8,0.9,0.4,2440.0,0.12680677037242621
0.8,1.0,0.05,3860.0,0.19304621654490145
0.8,1.0,0.1,3620.0,0.18145822774176915
0.8,1.0,0.15000000000000002,3510.0,0.17847875995405832
0.8,1.0,0.2,3300.0,0.16810226855584512
0.8,1.0,0.25,3050.0,0.15887698175772597
0.8,1.0,0.3,3110.0,0.16337535539048467
0.8,1.0,0.35000000000000003,2920.0,0.15485250828522865
0.8,1.0,0.4,2720.0,0.14504874218503297
0.8,1.1,0.05,4150.0,0.20838832377122776
0.8,1.1,0.1,3910.0,0.196790401255545
0.8,1.1,0.15000000000000002,3800.0,0.19403192510561304
0.8,1.1,0.2,3590.0,0.18364136996901403
0.8,1.1,0.25,3340.0,0.1747459281071271
0.8,1.1,0.3,3400.0,0.17940605175439117
0.8,1.1,0.35000000000000003,3210.0,0.1710051729521837
0.8,1.1,0.4,3010.0,0.1612509066348899
0.8,1.2000000000000002,0.05,3340.0,0.1801888943024662
0.8,1.2000000000000002,0.1,3130.0,0.16929587663637405
0.8,1.2000000000000002,0.15000000000000002,3070.0,0.16686580954666347
0.8,1.2000000000000002,0.2,2910.0,0.15845279185932812
0.8,1.2000000000000002,0.25,2740.0,0.1501227282101508
0.8,1.2000000000000002,0.3,2830.0,0.1563871992473922
0.8,1.2000000000000002,0.35000000000000003,2730.0,0.152166168589493
0.8,1.2000000000000002,0.4,2590.0,0.14516427210621985
0.8,1.3,0.05,3350.0,0.18430397150380576
0.8,1.3,0.1,3140.0,0.17321476483351841
0.8,1.3,0.15000000000000002,3080.0,0.17077284037408336
0.8,1.3,0.2,2920.0,0.16220359773015178
0.8,1.3,0.25,2750.0,0.1537480257404261
0.8,1.3,0.3,2840.0,0.16020236466419405
0.8,1.3,0.35000000000000003,2740.0,0.15595539211469828
0.8,1.3,0.4,2600.0,0.14884393020072176
0.8,1.4,0.05,3550.0,0.2013485569098094
0.8,1.4,0.1,3340.0,0.18997882400634672
0.8,1.4,0.15000000000000002,3280.0,0.18757972570232917
0.8,1.4,0.2,3120.0,0.17878365794482415
0.8,1.4,0.25,2950.0,0.17020605093800986
0.8,1.4,0.3,3040.0,0.17707392841923938
0.8,1.4,0.35000000000000003,2940.0,0.17289734850711022
0.8,1.4,0.4,2800.0,0.16568272864698408
0.8,1.5,0.05,3680.0,0.21317390316823823
0.8,1.5,0.1,3470.0,0.201607950066974
0.8,1.5,0.15000000000000002,3410.0,0.1992454822207649
0.8,1.5,0.2,3250.0,0.19029017566516726
0.8,1.5,0.25,3080.0,0.1816333259253568
0.8,1.5,0.3,3170.0,0.1888071782935463
0.8,1.5,0.35000000000000003,3070.0,0.1846923948571475
0.8,1.5,0.4,2930.0,0.17741146860451282
0.9,1.0,0.05,3500.0,0.17874487962209432
0.9,1.0,0.1,3300.0,0.1689077070818661
0.9,1.0,0.15000000000000002,3210.0,0.16617960289295614
0.9,1.0,0.2,3020.0,0.15662001220796562
0.9,1.0,0.25,2770.0,0.14634689104271942
0.9,1.0,0.3,2910.0,0.15511088744705848
0.9,1.0,0.35000000000000003,2720.0,0.1455026136392433
0.9,1.0,0.4,2560.0,0.13742129731771904
0.9,1.1,0.05,3790.0,0.19437069744227067
0.9,1.1,0.1,3590.0,0.18452870676793992
0.9,1.1,0.15000000000000002,3500.0,0.1819771789981655
0.9,1.1,0.2,3310.0,0.17240542177489598
0.9,1.1,0.25,3060.0,0.16239735999878313
0.9,1.1,0.3,3200.0,0.17135167284249525
0.9,1.1,0.35000000000000003,3010.0,0.1617601449499282
0.9,1.1,0.4,2850.0,0.15370072325573667
0.9,1.2000000000000002,0.05,2980.0,0.16474603103695346
0.9,1.2000000000000002,0.1,2810.0,0.15574114933122188
0.9,1.2000000000000002,0.15000000000000002,2770.0,0.1536870511767862
0.9,1.2000000000000002,0.2,2630.0,0.1461761468228041
0.9,1.2000000000000002,0.25,2460.0,0.13691066633829913
0.9,1.2000000000000002,0.3,2630.0,0.14769941381515744
0.9,1.2000000000000002,0.35000000000000003,2530.0,0.14237731573873982
0.9,1.2000000000000002,0.4,2430.0,0.13719486709607367
0.9,1.3,0.05,2990.0,0.16873821052519203
0.9,1.3,0.1,2820.0,0.15956440338034933
0.9,1.3,0.15000000000000002,2780.0,0.15747500675291334
0.9,1.3,0.2,2640.0,0.14981883090245157
0.9,1.3,0.25,2470.0,0.14036718533449885
0.9,1.3,0.3,2640.0,0.15144752345213233
0.9,1.3,0.35000000000000003,2540.0,0.14602535940970707
0.9,1.3,0.4,2440.0,0.14075294469652114
0.9,1.4,0.05,3190.0,0.18589866494910962
0.9,1.4,0.1,3020.0,0.17648715772851914
0.9,1.4,0.15000000000000002,2980.0,0.1743549827542184
0.9,1.4,0.2,2840.0,0.1664888683515414
0.9,1.4,0.25,2670.0,0.15675623411152886
0.9,1.4,0.3,2840.0,0.16842236746203212
0.9,1.4,0.35000000000000003,2740.0,0.16286682819462195
0.9,1.4,0.4,2640.0,0.1574928997665992
0.9,1.5,0.05,3320.0,0.1978387317155457
0.9,1.5,0.1,3150.0,0.18826087914002007
0.9,1.5,0.15000000000000002,3110.0,0.18609955780734178
0.9,1.5,0.2,2970.0,0.17808575342110428
0.9,1.5,0.25,2800.0,0.1681540148121515
0.9,1.5,0.3,2970.0,0.18025121600189495
0.9,1.5,0.35000000000000003,2870.0,0.1746029929734825
0.9,1.5,0.4,2770.0,0.16916075984290269
1.0,1.1,0.05,3870.0,0.19862345657309985
1.0,1.1,0.1,3670.0,0.18878389826994468
1.0,1.1,0.15000000000000002,3580.0,0.18628115395562134
1.0,1.1,0.2,3390.0,0.176709853126491
1.0,1.1,0.25,3140.0,0.16677776492709692
1.0,1.1,0.3,3330.0,0.17856682593012824
1.0,1.1,0.35000000000000003,3140.0,0.1689885246187333
1.0,1.1,0.4,2980.0,0.16094375945071088
1.0,1.2000000000000002,0.05,3060.0,0.16931715257773114
1.0,1.2000000000000002,0.1,2890.0,0.1603162672103291
1.0,1.2000000000000002,0.15000000000000002,2850.0,0.15826535593484278
1.0,1.2000000000000002,0.2,2710.0,0.15075607921101192
1.0,1.2000000000000002,0.25,2540.0,0.14148866059690596
1.0,1.2000000000000002,0.3,2760.0,0.15524290258581427
1.0,1.2000000000000002,0.35000000000000003,2660.0,0.1499285402512854
1.0,1.2000000000000002,0.4,2560.0,0.14476325387184924
1.0,1.3,0.05,3070.0,0.17341133883557056
1.0,1.3,0.1,2900.0,0.16424183613806162
1.0,1.3,0.15000000000000002,2860.0,0.16215585252039946
1.0,1.3,0.2,2720.0,0.15450144386162012
1.0,1.3,0.25,2550.0,0.14504776012979698
1.0,1.3,0.3,2770.0,0.1591648819500478
1.0,1.3,0.35000000000000003,2670.0,0.15375103834710013
1.0,1.3,0.4,2570.0,0.14849703990821397
1.0,1.4,0.05,3270.0,0.19074652913649853
1.0,1.4,0.1,3100.0,0.18133994171603304
1.0,1.4,0.15000000000000002,3060.0,0.1792116028995828
1.0,1.4,0.2,2920.0,0.171347557166035
1.0,1.4,0.25,2750.0,0.16161276327048918
1.0,1.4,0.3,2970.0,0.17643959877927037
1.0,1.4,0.35000000000000003,2870.0,0.1708935161877168
1.0,1.4,0.4,2770.0,0.16554036500476552
1.0,1.5,0.05,3400.0,0.20281256250661772
1.0,1.5,0.1,3230.0,0.1932401113929446
1.0,1.5,0.15000000000000002,3190.0,0.1910829528565167
1.0,1.5,0.2,3050.0,0.18307145679699913
1.0,1.5,0.25,2880.0,0.17313747579676658
1.0,1.5,0.3,3100.0,0.18848538678531074
1.0,1.5,0.35000000000000003,3000.0,0.18284750796725177
1.0,1.5,0.4,2900.0,0.17742788445866642
1.1,1.2000000000000002,0.05,3110.0,0.17214998928675992
1.1,1.2000000000000002,0.1,2940.0,0.1631529628550614
1.1,1.2000000000000002,0.15000000000000002,2900.0,0.16110433562922305
1.1,1.2000000000000002,0.2,2760.0,0.15359724039464764
1.1,1.2000000000000002,0.25,2590.0,0.14433008872543382
1.1,1.2000000000000002,0.3,2860.0,0.16119638835343789
1.1,1.2000000000000002,0.35000000000000003,2760.0,0.1558841627649043
1.1,1.2000000000000002,0.4,2660.0,0.15072872444106483
1.1,1.3,0.05,3120.0,0.17630630131676692
1.1,1.3,0.1,2950.0,0.16714092822474302
1.1,1.3,0.15000000000000002,2910.0,0.16505738515389778
1.1,1.3,0.2,2770.0,0.15740531422697626
1.1,1.3,0.25,2600.0,0.14795192598683607
1.1,1.3,0.3,2870.0,0.16526265118727457
1.1,1.3,0.35000000000000003,2770.0,0.1598511864799762
1.1,1.3,0.4,2670.0,0.15460784822275228
1.1,1.4,0.05,3320.0,0.19374599502013912
1.1,1.4,0.1,3150.0,0.1843440351910342
1.1,1.4,0.15000000000000002,3110.0,0.18221841924224885
