buy_z,sell_z,exit_z,pnl,sharpe
1.1,1.4,0.2,2970.0,0.1743570033784423
1.1,1.4,0.25,2800.0,0.1646225731444739
1.1,1.4,0.3,3070.0,0.18279628438838577
1.1,1.4,0.35000000000000003,2970.0,0.17725318550306204
1.1,1.4,0.4,2870.0,0.17191238362527958
1.1,1.5,0.05,3450.0,0.2058871893686987
1.1,1.5,0.1,3280.0,0.19631974930175553
1.1,1.5,0.15000000000000002,3240.0,0.19416552997366132
1.1,1.5,0.2,3100.0,0.18615688972867922
1.1,1.5,0.25,2930.0,0.176223327891989
1.1,1.5,0.3,3200.0,0.19503049974357345
1.1,1.5,0.35000000000000003,3100.0,0.18939609899324222
1.1,1.5,0.4,3000.0,0.1839901629855951
1.2000000000000002,1.3,0.05,3210.0,0.1842190074212811
1.2000000000000002,1.3,0.1,3040.0,0.17493898435650151
1.2000000000000002,1.3,0.15000000000000002,3000.0,0.17283458217080433
1.2000000000000002,1.3,0.2,2860.0,0.1650814588596438
1.2000000000000002,1.3,0.25,2690.0,0.15549321632963906
1.2000000000000002,1.3,0.3,2520.0,0.14649838028096818
1.2000000000000002,1.3,0.35000000000000003,2450.0,0.14271314119929465
1.2000000000000002,1.3,0.4,2380.0,0.1391052710362923
1.2000000000000002,1.4,0.05,3410.0,0.20231096156141856
1.2000000000000002,1.4,0.1,3240.0,0.19278580188483993
1.2000000000000002,1.4,0.15000000000000002,3200.0,0.19063853767373617
1.2000000000000002,1.4,0.2,3060.0,0.18266779954104778
1.2000000000000002,1.4,0.25,2890.0,0.17278609845304047
1.2000000000000002,1.4,0.3,2720.0,0.1636162552610235
1.2000000000000002,1.4,0.35000000000000003,2650.0,0.15974608416968003
1.2000000000000002,1.4,0.4,2580.0,0.15609080247413845
1.2000000000000002,1.5,0.05,3540.0,0.21494026843336375
1.2000000000000002,1.5,0.1,3370.0,0.2052434886500073
1.2000000000000002,1.5,0.15000000000000002,3330.0,0.20306715949139353
1.2000000000000002,1.5,0.2,3190.0,0.19494316137130513
1.2000000000000002,1.5,0.25,3020.0,0.18485309428091648
1.2000000000000002,1.5,0.3,2850.0,0.1755655494116568
1.2000000000000002,1.5,0.35000000000000003,2780.0,0.17163713859357385
1.2000000000000002,1.5,0.4,2710.0,0.16795243363087445
1.3,1.4,0.05,2760.0,0.16837442699076738
1.3,1.4,0.1,2620.0,0.16030936361281273
1.3,1.4,0.15000000000000002,2600.0,0.15909968670490776
1.3,1.4,0.2,2460.0,0.15085510554981307
1.3,1.4,0.25,2350.0,0.14422847967266536
1.3,1.4,0.3,2210.0,0.13647028470566733
1.3,1.4,0.35000000000000003,2160.0,0.1336771292990528
1.3,1.4,0.4,2110.0,0.13107651961475802
1.3,1.5,0.05,2890.0,0.18067752264049905
1.3,1.5,0.1,2750.0,0.17246239518099582
1.3,1.5,0.15000000000000002,2730.0,0.17122401086270023
1.3,1.5,0.2,2590.0,0.16280871224701796
1.3,1.5,0.25,2480.0,0.15602921402129444
1.3,1.5,0.3,2340.0,0.14817294541977907
1.3,1.5,0.35000000000000003,2290.0,0.14534345139775445
1.3,1.5,0.4,2240.0,0.14273556858638783
1.4,1.5,0.05,2890.0,0.18067752264049905
1.4,1.5,0.1,2750.0,0.17246239518099582
1.4,1.5,0.15000000000000002,2730.0,0.17122401086270023
1.4,1.5,0.2,2590.0,0.16280871224701796
1.4,1.5,0.25,2480.0,0.15602921402129444
1.4,1.5,0.3,2340.0,0.14817294541977907
1.4,1.5,0.35000000000000003,2290.0,0.14534345139775445
1.4,1.5,0.4,2240.0,0.14273556858638783
