,buy_z,sell_z,max_z,pnl
215,0.6,0.30000000000000004,2.5,239227794.0
216,0.30000000000000004,0.6,2.5,239060168.0
217,1.0,0.8,2.0,238186102.0
218,0.1,1.0,2.0,238093959.0
219,0.2,1.0,2.0,238082807.0
220,0.30000000000000004,1.0,2.0,237992178.0
221,0.6,0.4,2.5,237519632.0
222,0.7000000000000001,0.1,2.5,237247408.0
223,0.7000000000000001,0.2,2.5,236985220.0
224,0.5,0.5,2.5,236902938.0
225,0.9,0.9,2.0,236762986.0
226,0.4,1.0,2.0,236622080.0
227,0.7000000000000001,0.30000000000000004,2.5,236297860.0
228,0.4,0.6,2.5,236042372.0
229,0.5,1.0,2.0,234984189.0
230,0.7000000000000001,0.4,2.5,234811996.0
231,0.6,0.5,2.5,233941587.0
232,0.6,1.0,2.0,233406681.0
233,0.5,0.6,2.5,232781945.0
234,0.7000000000000001,1.0,2.0,232413658.0
235,0.8,0.1,2.5,232308664.0
236,0.8,0.2,2.5,232055006.0
237,0.7000000000000001,0.5,2.5,231845484.0
238,0.8,0.30000000000000004,2.5,231529605.0
239,0.2,0.7000000000000001,2.5,231276926.0
240,0.1,0.7000000000000001,2.5,231141480.0
241,0.30000000000000004,0.7000000000000001,2.5,230759525.0
242,0.8,0.4,2.5,230367241.0
243,1.0,0.9,2.0,230347528.0
244,0.6,0.6,2.5,230134452.0
245,0.8,1.0,2.0,230089883.0
246,0.4,0.7000000000000001,2.5,228410351.0
247,0.7000000000000001,0.6,2.5,228402467.0
248,0.8,0.5,2.5,228106267.0
249,0.9,1.0,2.0,225989703.0
250,0.5,0.7000000000000001,2.5,225960992.0
251,0.8,0.6,2.5,225038924.0
252,0.9,0.1,2.5,224122407.0
253,0.9,0.2,2.5,223975658.0
254,0.2,0.8,2.5,223686866.0
255,0.9,0.30000000000000004,2.5,223684687.0
256,0.1,0.8,2.5,223560602.0
257,0.6,0.7000000000000001,2.5,223529034.0
258,0.30000000000000004,0.8,2.5,223241836.0
259,0.9,0.4,2.5,222861536.0
260,0.7000000000000001,0.7000000000000001,2.5,222006590.0
261,0.9,0.5,2.5,221637151.0
262,0.4,0.8,2.5,221311150.0
263,1.0,1.0,2.0,220053428.0
264,0.9,0.6,2.5,219419921.0
265,0.5,0.8,2.5,219353763.0
266,0.8,0.7000000000000001,2.5,219013446.0
267,0.6,0.8,2.5,217326203.0
268,0.1,0.1,3.0,216150216.0
269,1.0,0.30000000000000004,2.5,216006596.0
270,0.7000000000000001,0.8,2.5,215938689.0
271,0.1,0.2,3.0,215932307.0
272,1.0,0.1,2.5,215905609.0
273,1.0,0.2,2.5,215863494.0
274,0.2,0.1,3.0,215697063.0
275,0.2,0.2,3.0,215483041.0
276,1.0,0.4,2.5,215349540.0
277,0.1,0.30000000000000004,3.0,215177372.0
278,0.2,0.30000000000000004,3.0,214737147.0
279,0.30000000000000004,0.1,3.0,214637832.0
280,1.0,0.5,2.5,214529997.0
281,0.30000000000000004,0.2,3.0,214425829.0
282,0.9,0.7000000000000001,2.5,214102408.0
283,0.30000000000000004,0.30000000000000004,3.0,213698353.0
284,0.2,0.9,2.5,213645173.0
285,0.1,0.9,2.5,213607263.0
286,0.30000000000000004,0.9,2.5,213463816.0
287,0.8,0.8,2.5,213273713.0
288,0.1,0.4,3.0,213082198.0
289,1.0,0.6,2.5,212773441.0
290,0.2,0.4,3.0,212747613.0
291,0.4,0.9,2.5,212137222.0
292,0.30000000000000004,0.4,3.0,211813306.0
293,0.4,0.1,3.0,211451434.0
294,0.4,0.2,3.0,211231586.0
295,0.5,0.9,2.5,210653223.0
296,0.4,0.30000000000000004,3.0,210537071.0
297,0.1,0.5,3.0,209069300.0
298,0.2,0.5,3.0,208990458.0
299,0.6,0.9,2.5,208962257.0
300,0.9,0.8,2.5,208889876.0
301,0.4,0.4,3.0,208853832.0
302,0.30000000000000004,0.5,3.0,208212359.0
303,0.5,0.1,3.0,208121457.0
304,0.7000000000000001,0.9,2.5,208024652.0
305,0.5,0.2,3.0,207908283.0
306,1.0,0.7000000000000001,2.5,207892523.0
307,0.5,0.30000000000000004,3.0,207244562.0
308,0.8,0.9,2.5,205923235.0
309,0.5,0.4,3.0,205738646.0
310,0.4,0.5,3.0,205471208.0
311,0.6,0.1,3.0,205317659.0
312,0.6,0.2,3.0,205115604.0
313,0.2,0.6,3.0,204837131.0
314,0.1,0.6,3.0,204719164.0
315,0.6,0.30000000000000004,3.0,204458528.0
316,0.30000000000000004,0.6,3.0,204273381.0
317,0.2,1.0,2.5,203357609.0
318,0.30000000000000004,1.0,2.5,203345201.0
319,0.1,1.0,2.5,203336173.0
320,0.6,0.4,3.0,203039680.0
321,1.0,0.8,2.5,203029952.0
322,0.7000000000000001,0.1,3.0,202813072.0
323,0.7000000000000001,0.2,3.0,202592855.0
324,0.5,0.5,3.0,202511786.0
325,0.4,1.0,2.5,202312297.0
326,0.9,0.9,2.5,202196741.0
327,0.7000000000000001,0.30000000000000004,3.0,202022973.0
328,0.4,0.6,3.0,201771913.0
329,0.5,1.0,2.5,201037360.0
330,0.7000000000000001,0.4,3.0,200789263.0
331,0.6,0.5,3.0,200063477.0
332,0.6,1.0,2.5,199786772.0
333,0.5,0.6,3.0,199093921.0
334,0.7000000000000001,1.0,2.5,198980659.0
335,0.8,0.1,3.0,198652873.0
336,0.8,0.2,3.0,198439265.0
337,0.7000000000000001,0.5,3.0,198320237.0
338,0.8,0.30000000000000004,3.0,198003084.0
339,0.2,0.7000000000000001,3.0,197783474.5
340,0.1,0.7000000000000001,3.0,197668072.5
341,0.30000000000000004,0.7000000000000001,3.0,197367188.5
342,0.8,1.0,2.5,197054308.0
343,0.8,0.4,3.0,197038085.0
344,0.6,0.6,3.0,196905100.0
345,1.0,0.9,2.5,196774354.0
346,0.7000000000000001,0.6,3.0,195464546.0
347,0.4,0.7000000000000001,3.0,195424725.5
348,0.8,0.5,3.0,195152481.0
349,0.9,1.0,2.5,193571442.0
350,0.5,0.7000000000000001,3.0,193417767.5
351,0.8,0.6,3.0,192607393.0
352,0.9,0.1,3.0,191698071.0
353,0.9,0.2,3.0,191573282.0
354,0.2,0.8,3.0,191487262.5
355,0.6,0.7000000000000001,3.0,191407475.5
356,0.1,0.8,3.0,191380224.5
357,0.9,0.30000000000000004,3.0,191331476.0
358,0.30000000000000004,0.8,3.0,191130491.5
359,0.9,0.4,3.0,190649732.0
360,0.7000000000000001,0.7000000000000001,3.0,190141292.5
361,0.9,0.5,3.0,189625863.0
362,0.4,0.8,3.0,189536290.5
363,1.0,1.0,2.5,188531447.0
364,0.5,0.8,3.0,187935278.5
365,0.9,0.6,3.0,187784963.0
366,0.8,0.7000000000000001,3.0,187591831.5
367,0.6,0.8,3.0,186259939.5
368,0.7000000000000001,0.8,3.0,185105323.5
369,1.0,0.30000000000000004,3.0,184755557.0
370,1.0,0.1,3.0,184673933.0
371,1.0,0.2,3.0,184635963.0
372,1.0,0.4,3.0,184212531.0
373,1.0,0.5,3.0,183526595.0
374,0.9,0.7000000000000001,3.0,183360251.5
375,0.2,0.9,3.0,183149257.5
376,0.1,0.9,3.0,183115364.5
377,0.30000000000000004,0.9,3.0,183009882.5
378,0.8,0.8,3.0,182827120.5
379,1.0,0.6,3.0,182068767.0
380,0.4,0.9,3.0,181919517.5
381,0.5,0.9,3.0,180710194.5
382,0.6,0.9,3.0,179313957.5
383,0.9,0.8,3.0,179031079.5
384,0.7000000000000001,0.9,3.0,178533476.5
385,1.0,0.7000000000000001,3.0,178007680.5
386,0.8,0.9,3.0,176722450.5
387,0.30000000000000004,1.0,3.0,174583530.5
388,0.2,1.0,3.0,174582353.5
389,0.1,1.0,3.0,174562246.5
390,1.0,0.8,3.0,173969502.5
391,0.4,1.0,3.0,173739851.5
392,0.9,0.9,3.0,173472005.5
393,0.5,1.0,3.0,172704353.5
394,0.6,1.0,3.0,171674224.5
395,0.7000000000000001,1.0,3.0,171003113.5
396,0.8,1.0,3.0,169337490.5
397,1.0,0.9,3.0,168773497.5
398,0.9,1.0,3.0,166289719.5
399,1.0,1.0,3.0,161910263.5
