buy_z,sell_z,pnl
1.7000000000000002,1.7000000000000002,1390.0
1.7000000000000002,1.8,1192.0
1.7000000000000002,1.9000000000000001,1120.5
1.7000000000000002,2.0,1265.5
1.7000000000000002,2.1,68.5
1.7000000000000002,2.2,-89.0
1.7000000000000002,2.3,-72.0
1.7000000000000002,2.4000000000000004,-409.0
1.7000000000000002,2.5,-409.0
1.8,0.5,670.5
1.8,0.6,758.5
1.8,0.7,789.0
1.8,0.8,809.0
1.8,0.9,831.5
1.8,1.0,977.5
1.8,1.1,1172.5
1.8,1.2000000000000002,1252.5
1.8,1.3,1255.5
1.8,1.4,1173.5
1.8,1.5,1228.0
1.8,1.6,1242.5
1.8,1.7000000000000002,1268.0
1.8,1.8,1070.0
1.8,1.9000000000000001,998.5
1.8,2.0,1143.5
1.8,2.1,-135.0
1.8,2.2,-292.5
1.8,2.3,-275.5
1.8,2.4000000000000004,-510.5
1.8,2.5,-510.5
1.9000000000000001,0.5,760.0
1.9000000000000001,0.6,848.0
1.9000000000000001,0.7,878.5
1.9000000000000001,0.8,898.5
1.9000000000000001,0.9,921.0
1.9000000000000001,1.0,1067.0
1.9000000000000001,1.1,1262.0
1.9000000000000001,1.2000000000000002,1342.0
1.9000000000000001,1.3,1345.0
1.9000000000000001,1.4,1263.0
1.9000000000000001,1.5,1317.5
1.9000000000000001,1.6,1332.0
1.9000000000000001,1.7000000000000002,1357.5
1.9000000000000001,1.8,1159.5
1.9000000000000001,1.9000000000000001,1088.0
1.9000000000000001,2.0,1233.0
1.9000000000000001,2.1,-50.5
1.9000000000000001,2.2,-208.0
1.9000000000000001,2.3,-191.0
1.9000000000000001,2.4000000000000004,-464.0
1.9000000000000001,2.5,-464.0
2.0,0.5,767.5
2.0,0.6,855.5
2.0,0.7,886.0
2.0,0.8,906.0
2.0,0.9,928.5
2.0,1.0,1074.5
2.0,1.1,1269.5
2.0,1.2000000000000002,1349.5
2.0,1.3,1352.5
2.0,1.4,1270.5
2.0,1.5,1325.0
2.0,1.6,1339.5
2.0,1.7000000000000002,1365.0
2.0,1.8,1167.0
2.0,1.9000000000000001,1095.5
2.0,2.0,1240.5
2.0,2.1,-30.0
2.0,2.2,-187.5
2.0,2.3,-170.5
2.0,2.4000000000000004,-455.5
2.0,2.5,-455.5
2.1,0.5,800.5
2.1,0.6,888.5
2.1,0.7,919.0
2.1,0.8,939.0
2.1,0.9,961.5
2.1,1.0,1107.5
2.1,1.1,1302.5
2.1,1.2000000000000002,1382.5
2.1,1.3,1385.5
2.1,1.4,1303.5
2.1,1.5,1358.0
2.1,1.6,1372.5
2.1,1.7000000000000002,1398.0
2.1,1.8,1200.0
2.1,1.9000000000000001,1128.5
2.1,2.0,1273.5
2.1,2.1,-40.0
2.1,2.2,-197.5
2.1,2.3,-180.5
2.1,2.4000000000000004,-461.5
2.1,2.5,-461.5
2.2,0.5,823.5
2.2,0.6,911.5
2.2,0.7,942.0
2.2,0.8,962.0
2.2,0.9,984.5
2.2,1.0,1130.5
2.2,1.1,1325.5
2.2,1.2000000000000002,1405.5
2.2,1.3,1408.5
2.2,1.4,1326.5
2.2,1.5,1381.0
2.2,1.6,1395.5
2.2,1.7000000000000002,1421.0
2.2,1.8,1223.0
2.2,1.9000000000000001,1151.5
2.2,2.0,1296.5
2.2,2.1,-40.0
2.2,2.2,-197.5
2.2,2.3,-180.5
2.2,2.4000000000000004,-459.0
2.2,2.5,-459.0
2.3,0.5,853.5
2.3,0.6,941.5
2.3,0.7,972.0
2.3,0.8,992.0
2.3,0.9,1014.5
2.3,1.0,1160.5
2.3,1.1,1355.5
2.3,1.2000000000000002,1435.5
2.3,1.3,1438.5
2.3,1.4,1356.5
2.3,1.5,1411.0
2.3,1.6,1425.5
2.3,1.7000000000000002,1451.0
2.3,1.8,1253.0
2.3,1.9000000000000001,1181.5
2.3,2.0,1326.5
2.3,2.1,-19.0
2.3,2.2,-176.5
2.3,2.3,-159.5
2.3,2.4000000000000004,-449.0
2.3,2.5,-449.0
2.4000000000000004,0.5,891.5
2.4000000000000004,0.6,979.5
2.4000000000000004,0.7,1010.0
2.4000000000000004,0.8,1030.0
2.4000000000000004,0.9,1052.5
2.4000000000000004,1.0,1198.5
2.4000000000000004,1.1,1393.5
2.4000000000000004,1.2000000000000002,1473.5
2.4000000000000004,1.3,1476.5
2.4000000000000004,1.4,1394.5
2.4000000000000004,1.5,1449.0
2.4000000000000004,1.6,1463.5
2.4000000000000004,1.7000000000000002,1489.0
2.4000000000000004,1.8,1291.0
2.4000000000000004,1.9000000000000001,1219.5
2.4000000000000004,2.0,1364.5
2.4000000000000004,2.1,-10.5
2.4000000000000004,2.2,-168.0
2.4000000000000004,2.3,-151.0
2.4000000000000004,2.4000000000000004,-447.0
2.4000000000000004,2.5,-447.0
2.5,0.5,921.0
2.5,0.6,1009.0
2.5,0.7,1039.5
2.5,0.8,1059.5
2.5,0.9,1082.0
2.5,1.0,1228.0
2.5,1.1,1423.0
2.5,1.2000000000000002,1503.0
2.5,1.3,1506.0
2.5,1.4,1424.0
2.5,1.5,1478.5
2.5,1.6,1493.0
2.5,1.7000000000000002,1518.5
2.5,1.8,1320.5
2.5,1.9000000000000001,1249.0
2.5,2.0,1394.0
2.5,2.1,-31.5
2.5,2.2,-189.0
2.5,2.3,-172.0
2.5,2.4000000000000004,-440.5
2.5,2.5,-440.5
