window,z_entry,z_exit,total_profit,trades,avg_profit,win_rate
28,1.4,0.1,159.0,15,10.6,0.5333333333333333
28,1.4,0.3,-350.0,58,-6.0344827586206895,0.39655172413793105
28,1.4,0.5,-293.0,78,-3.7564102564102564,0.34615384615384615
28,1.4,0.7,-420.0,93,-4.516129032258065,0.3225806451612903
28,1.4,0.9,-551.0,105,-5.247619047619048,0.29523809523809524
28,1.6,0.1,115.0,15,7.666666666666667,0.4666666666666667
28,1.6,0.3,-244.0,51,-4.784313725490196,0.4117647058823529
28,1.6,0.5,-141.0,69,-2.0434782608695654,0.36231884057971014
28,1.6,0.7,-255.0,81,-3.1481481481481484,0.345679012345679
28,1.6,0.9,-380.0,92,-4.130434782608695,0.31521739130434784
28,1.8,0.1,-86.0,14,-6.142857142857143,0.5
28,1.8,0.3,-431.0,45,-9.577777777777778,0.37777777777777777
28,1.8,0.5,-278.0,60,-4.633333333333334,0.3333333333333333
28,1.8,0.7,-364.0,69,-5.27536231884058,0.3188405797101449
28,1.8,0.9,-373.0,79,-4.7215189873417724,0.3037974683544304
28,2.0,0.1,-92.0,14,-6.571428571428571,0.5
28,2.0,0.3,-356.0,40,-8.9,0.4
28,2.0,0.5,-347.0,52,-6.673076923076923,0.3269230769230769
28,2.0,0.7,-424.0,57,-7.43859649122807,0.2807017543859649
28,2.0,0.9,-430.0,62,-6.935483870967742,0.25806451612903225
28,2.2,0.1,-95.0,14,-6.785714285714286,0.5
28,2.2,0.3,-335.0,34,-9.852941176470589,0.35294117647058826
28,2.2,0.5,-266.0,41,-6.487804878048781,0.34146341463414637
28,2.2,0.7,-294.0,42,-7.0,0.2857142857142857
28,2.2,0.9,-279.0,45,-6.2,0.28888888888888886
28,2.4,0.1,-167.0,14,-11.928571428571429,0.5714285714285714
28,2.4,0.3,-320.0,27,-11.851851851851851,0.3333333333333333
28,2.4,0.5,-233.0,31,-7.516129032258065,0.3225806451612903
28,2.4,0.7,-250.0,32,-7.8125,0.28125
28,2.4,0.9,-247.0,32,-7.71875,0.25
29,0.8,0.1,-212.0,18,-11.777777777777779,0.5555555555555556
29,0.8,0.3,72.0,72,1.0,0.4166666666666667
29,0.8,0.5,-66.0,95,-0.6947368421052632,0.37894736842105264
29,0.8,0.7,-456.0,118,-3.864406779661017,0.3135593220338983
29,0.8,0.9,-597.0,136,-4.389705882352941,0.29411764705882354
29,1.0,0.1,-234.0,18,-13.0,0.5555555555555556
29,1.0,0.3,-255.0,68,-3.75,0.36764705882352944
29,1.0,0.5,-320.0,89,-3.595505617977528,0.33707865168539325
29,1.0,0.7,-540.0,106,-5.09433962264151,0.3113207547169811
29,1.0,0.9,-676.0,121,-5.586776859504132,0.2727272727272727
29,1.2,0.1,-251.0,17,-14.764705882352942,0.5294117647058824
29,1.2,0.3,-395.0,66,-5.984848484848484,0.36363636363636365
29,1.2,0.5,-307.0,87,-3.528735632183908,0.367816091954023
29,1.2,0.7,-553.0,102,-5.421568627450981,0.3235294117647059
29,1.2,0.9,-740.0,115,-6.434782608695652,0.2608695652173913
29,1.4,0.1,-272.0,17,-16.0,0.47058823529411764
29,1.4,0.3,-350.0,60,-5.833333333333333,0.35
29,1.4,0.5,-239.0,81,-2.950617283950617,0.345679012345679
29,1.4,0.7,-391.0,92,-4.25,0.31521739130434784
29,1.4,0.9,-535.0,104,-5.144230769230769,0.2692307692307692
29,1.6,0.1,-207.0,16,-12.9375,0.4375
29,1.6,0.3,-312.0,52,-6.0,0.36538461538461536
29,1.6,0.5,-198.0,71,-2.788732394366197,0.352112676056338
29,1.6,0.7,-332.0,80,-4.15,0.325
29,1.6,0.9,-424.0,90,-4.711111111111111,0.2777777777777778
29,1.8,0.1,-157.0,13,-12.076923076923077,0.46153846153846156
29,1.8,0.3,-450.0,48,-9.375,0.3541666666666667
29,1.8,0.5,-293.0,63,-4.650793650793651,0.3333333333333333
29,1.8,0.7,-363.0,70,-5.185714285714286,0.3
29,1.8,0.9,-414.0,78,-5.3076923076923075,0.2564102564102564
29,2.0,0.1,-158.0,13,-12.153846153846153,0.46153846153846156
29,2.0,0.3,-367.0,42,-8.738095238095237,0.38095238095238093
29,2.0,0.5,-373.0,53,-7.037735849056604,0.32075471698113206
29,2.0,0.7,-429.0,56,-7.660714285714286,0.26785714285714285
29,2.0,0.9,-451.0,60,-7.516666666666667,0.21666666666666667
29,2.2,0.1,-158.0,13,-12.153846153846153,0.46153846153846156
29,2.2,0.3,-281.0,37,-7.594594594594595,0.3783783783783784
29,2.2,0.5,-262.0,42,-6.238095238095238,0.3333333333333333
29,2.2,0.7,-290.0,42,-6.904761904761905,0.2857142857142857
29,2.2,0.9,-304.0,44,-6.909090909090909,0.25
29,2.4,0.1,-207.0,9,-23.0,0.4444444444444444
29,2.4,0.3,-303.0,29,-10.448275862068966,0.3448275862068966
29,2.4,0.5,-226.0,32,-7.0625,0.3125
29,2.4,0.7,-232.0,31,-7.483870967741935,0.2903225806451613
29,2.4,0.9,-246.0,31,-7.935483870967742,0.22580645161290322
30,0.8,0.1,-24.0,21,-1.1428571428571428,0.5238095238095238
30,0.8,0.3,4.0,67,0.05970149253731343,0.43283582089552236
30,0.8,0.5,-316.0,90,-3.511111111111111,0.35555555555555557
30,0.8,0.7,-553.0,119,-4.647058823529412,0.3025210084033613
30,0.8,0.9,-632.0,136,-4.647058823529412,0.27941176470588236
30,1.0,0.1,-46.0,21,-2.1904761904761907,0.5238095238095238
30,1.0,0.3,-93.0,64,-1.453125,0.4375
30,1.0,0.5,-409.0,85,-4.811764705882353,0.35294117647058826
30,1.0,0.7,-581.0,109,-5.330275229357798,0.30275229357798167
30,1.0,0.9,-645.0,122,-5.286885245901639,0.27049180327868855
30,1.2,0.1,-231.0,21,-11.0,0.47619047619047616
30,1.2,0.3,-320.0,61,-5.245901639344262,0.39344262295081966
30,1.2,0.5,-511.0,81,-6.308641975308642,0.345679012345679
30,1.2,0.7,-556.0,101,-5.5049504950495045,0.32673267326732675
30,1.2,0.9,-697.0,113,-6.168141592920354,0.26548672566371684
30,1.4,0.1,-126.0,20,-6.3,0.45
30,1.4,0.3,-254.0,55,-4.618181818181818,0.4
30,1.4,0.5,-409.0,75,-5.453333333333333,0.3466666666666667
30,1.4,0.7,-360.0,92,-3.9130434782608696,0.33695652173913043
30,1.4,0.9,-471.0,103,-4.572815533980583,0.2815533980582524
30,1.6,0.1,-43.0,19,-2.263157894736842,0.47368421052631576
30,1.6,0.3,-323.0,50,-6.46,0.36
30,1.6,0.5,-458.0,69,-6.63768115942029,0.3188405797101449
30,1.6,0.7,-372.0,81,-4.592592592592593,0.32098765432098764
30,1.6,0.9,-478.0,90,-5.311111111111111,0.26666666666666666
30,1.8,0.1,-208.0,17,-12.235294117647058,0.35294117647058826
30,1.8,0.3,-432.0,45,-9.6,0.37777777777777777
30,1.8,0.5,-455.0,60,-7.583333333333333,0.31666666666666665
30,1.8,0.7,-355.0,69,-5.144927536231884,0.3188405797101449
30,1.8,0.9,-419.0,77,-5.441558441558442,0.2597402597402597
30,2.0,0.1,-220.0,17,-12.941176470588236,0.29411764705882354
30,2.0,0.3,-309.0,42,-7.357142857142857,0.38095238095238093
30,2.0,0.5,-314.0,55,-5.709090909090909,0.32727272727272727
30,2.0,0.7,-337.0,59,-5.711864406779661,0.3050847457627119
30,2.0,0.9,-368.0,64,-5.75,0.25
30,2.2,0.1,-205.0,15,-13.666666666666666,0.3333333333333333
30,2.2,0.3,-302.0,34,-8.882352941176471,0.4117647058823529
30,2.2,0.5,-339.0,42,-8.071428571428571,0.30952380952380953
30,2.2,0.7,-291.0,43,-6.767441860465116,0.3023255813953488
30,2.2,0.9,-311.0,45,-6.911111111111111,0.26666666666666666
30,2.4,0.1,-217.0,14,-15.5,0.2857142857142857
30,2.4,0.3,-295.0,30,-9.833333333333334,0.36666666666666664
30,2.4,0.5,-235.0,33,-7.121212121212121,0.36363636363636365
30,2.4,0.7,-213.0,32,-6.65625,0.375
30,2.4,0.9,-230.0,32,-7.1875,0.28125
31,0.8,0.1,62.0,21,2.9523809523809526,0.42857142857142855
31,0.8,0.3,150.0,63,2.380952380952381,0.4444444444444444
31,0.8,0.5,-456.0,89,-5.123595505617978,0.34831460674157305
31,0.8,0.7,-633.0,123,-5.146341463414634,0.3089430894308943
31,0.8,0.9,-664.0,138,-4.811594202898551,0.3115942028985507
31,1.0,0.1,55.0,21,2.619047619047619,0.42857142857142855
31,1.0,0.3,127.0,62,2.0483870967741935,0.45161290322580644
31,1.0,0.5,-497.0,84,-5.916666666666667,0.3333333333333333
31,1.0,0.7,-628.0,110,-5.709090909090909,0.2909090909090909
31,1.0,0.9,-632.0,122,-5.180327868852459,0.28688524590163933
31,1.2,0.1,-16.0,21,-0.7619047619047619,0.47619047619047616
31,1.2,0.3,93.0,58,1.603448275862069,0.4482758620689655
31,1.2,0.5,-454.0,78,-5.82051282051282,0.34615384615384615
31,1.2,0.7,-573.0,103,-5.563106796116505,0.3106796116504854
31,1.2,0.9,-652.0,114,-5.719298245614035,0.2807017543859649
31,1.4,0.1,14.0,20,0.7,0.45
31,1.4,0.3,95.0,53,1.7924528301886793,0.4339622641509434
31,1.4,0.5,-368.0,72,-5.111111111111111,0.3611111111111111
31,1.4,0.7,-453.0,93,-4.870967741935484,0.3118279569892473
31,1.4,0.9,-508.0,102,-4.980392156862745,0.29411764705882354
31,1.6,0.1,-66.0,20,-3.3,0.4
31,1.6,0.3,-239.0,51,-4.686274509803922,0.35294117647058826
31,1.6,0.5,-451.0,67,-6.731343283582089,0.3283582089552239
31,1.6,0.7,-417.0,85,-4.905882352941177,0.3058823529411765
31,1.6,0.9,-467.0,92,-5.076086956521739,0.29347826086956524
31,1.8,0.1,27.0,17,1.588235294117647,0.47058823529411764
31,1.8,0.3,-116.0,45,-2.577777777777778,0.4
31,1.8,0.5,-220.0,58,-3.793103448275862,0.3620689655172414
31,1.8,0.7,-332.0,71,-4.676056338028169,0.323943661971831
31,1.8,0.9,-388.0,78,-4.9743589743589745,0.2948717948717949
31,2.0,0.1,-114.0,17,-6.705882352941177,0.35294117647058826
31,2.0,0.3,-293.0,41,-7.146341463414634,0.36585365853658536
31,2.0,0.5,-282.0,50,-5.64,0.34
31,2.0,0.7,-290.0,58,-5.0,0.3275862068965517
31,2.0,0.9,-353.0,63,-5.603174603174603,0.2857142857142857
31,2.2,0.1,-118.0,15,-7.866666666666666,0.3333333333333333
31,2.2,0.3,-286.0,36,-7.944444444444445,0.3611111111111111
31,2.2,0.5,-331.0,41,-8.073170731707316,0.34146341463414637
31,2.2,0.7,-262.0,45,-5.822222222222222,0.3333333333333333
31,2.2,0.9,-305.0,47,-6.48936170212766,0.2978723404255319
31,2.4,0.1,-186.0,15,-12.4,0.3333333333333333
31,2.4,0.3,-292.0,31,-9.419354838709678,0.3548387096774194
31,2.4,0.5,-245.0,32,-7.65625,0.375
31,2.4,0.7,-176.0,32,-5.5,0.4375
31,2.4,0.9,-222.0,32,-6.9375,0.3125
32,0.8,0.1,124.0,21,5.904761904761905,0.38095238095238093
32,0.8,0.3,-6.0,66,-0.09090909090909091,0.3787878787878788
32,0.8,0.5,-537.0,93,-5.774193548387097,0.3225806451612903
32,0.8,0.7,-569.0,121,-4.702479338842975,0.30578512396694213
32,0.8,0.9,-645.0,138,-4.673913043478261,0.30434782608695654
32,1.0,0.1,117.0,21,5.571428571428571,0.38095238095238093
32,1.0,0.3,45.0,65,0.6923076923076923,0.38461538461538464
32,1.0,0.5,-485.0,85,-5.705882352941177,0.3176470588235294
32,1.0,0.7,-537.0,109,-4.926605504587156,0.28440366972477066
32,1.0,0.9,-591.0,121,-4.884297520661157,0.2892561983471074
32,1.2,0.1,88.0,19,4.631578947368421,0.3157894736842105
32,1.2,0.3,57.0,61,0.9344262295081968,0.3770491803278688
32,1.2,0.5,-442.0,81,-5.45679012345679,0.30864197530864196
32,1.2,0.7,-482.0,104,-4.634615384615385,0.28846153846153844
32,1.2,0.9,-571.0,115,-4.965217391304348,0.2956521739130435
32,1.4,0.1,-16.0,18,-0.8888888888888888,0.3333333333333333
32,1.4,0.3,59.0,53,1.1132075471698113,0.39622641509433965
32,1.4,0.5,-327.0,71,-4.605633802816901,0.36619718309859156
32,1.4,0.7,-339.0,89,-3.808988764044944,0.3146067415730337
32,1.4,0.9,-469.0,100,-4.69,0.31
32,1.6,0.1,-111.0,18,-6.166666666666667,0.2222222222222222
32,1.6,0.3,-142.0,51,-2.784313725490196,0.3333333333333333
32,1.6,0.5,-390.0,67,-5.82089552238806,0.3283582089552239
32,1.6,0.7,-402.0,81,-4.962962962962963,0.2962962962962963
32,1.6,0.9,-446.0,90,-4.955555555555556,0.28888888888888886
32,1.8,0.1,31.0,15,2.066666666666667,0.3333333333333333
32,1.8,0.3,-67.0,42,-1.5952380952380953,0.40476190476190477
32,1.8,0.5,-146.0,55,-2.6545454545454548,0.38181818181818183
32,1.8,0.7,-284.0,66,-4.303030303030303,0.3333333333333333
32,1.8,0.9,-333.0,75,-4.44,0.30666666666666664
32,2.0,0.1,-140.0,16,-8.75,0.25
32,2.0,0.3,-285.0,40,-7.125,0.35
32,2.0,0.5,-246.0,49,-5.020408163265306,0.3469387755102041
32,2.0,0.7,-278.0,56,-4.964285714285714,0.32142857142857145
32,2.0,0.9,-333.0,63,-5.285714285714286,0.2857142857142857
32,2.2,0.1,-173.0,15,-11.533333333333333,0.2
32,2.2,0.3,-378.0,36,-10.5,0.3333333333333333
32,2.2,0.5,-316.0,42,-7.523809523809524,0.3333333333333333
32,2.2,0.7,-285.0,45,-6.333333333333333,0.3111111111111111
32,2.2,0.9,-306.0,49,-6.244897959183674,0.2857142857142857
32,2.4,0.1,-272.0,15,-18.133333333333333,0.2
32,2.4,0.3,-296.0,29,-10.206896551724139,0.3448275862068966
32,2.4,0.5,-215.0,31,-6.935483870967742,0.3870967741935484
32,2.4,0.7,-185.0,31,-5.967741935483871,0.41935483870967744
32,2.4,0.9,-204.0,31,-6.580645161290323,0.3225806451612903
33,0.8,0.1,292.0,20,14.6,0.55
33,0.8,0.3,73.0,64,1.140625,0.40625
33,0.8,0.5,-426.0,92,-4.630434782608695,0.358695652173913
33,0.8,0.7,-497.0,116,-4.2844827586206895,0.3017241379310345
33,0.8,0.9,-519.0,137,-3.7883211678832116,0.3284671532846715
33,1.0,0.1,308.0,20,15.4,0.55
33,1.0,0.3,60.0,63,0.9523809523809523,0.3968253968253968
33,1.0,0.5,-474.0,86,-5.511627906976744,0.32558139534883723
33,1.0,0.7,-521.0,105,-4.961904761904762,0.2571428571428571
33,1.0,0.9,-545.0,123,-4.430894308943089,0.3008130081300813
33,1.2,0.1,296.0,18,16.444444444444443,0.5555555555555556
33,1.2,0.3,69.0,59,1.1694915254237288,0.4067796610169492
33,1.2,0.5,-364.0,82,-4.439024390243903,0.35365853658536583
33,1.2,0.7,-417.0,99,-4.212121212121212,0.2727272727272727
33,1.2,0.9,-474.0,114,-4.157894736842105,0.32456140350877194
33,1.4,0.1,127.0,18,7.055555555555555,0.4444444444444444
33,1.4,0.3,35.0,52,0.6730769230769231,0.40384615384615385
33,1.4,0.5,-314.0,71,-4.422535211267606,0.36619718309859156
33,1.4,0.7,-344.0,85,-4.047058823529412,0.27058823529411763
33,1.4,0.9,-431.0,100,-4.31,0.32
33,1.6,0.1,-36.0,17,-2.1176470588235294,0.35294117647058826
33,1.6,0.3,-98.0,49,-2.0,0.3673469387755102
33,1.6,0.5,-369.0,66,-5.590909090909091,0.3333333333333333
33,1.6,0.7,-376.0,76,-4.947368421052632,0.25
33,1.6,0.9,-376.0,89,-4.224719101123595,0.30337078651685395
33,1.8,0.1,71.0,16,4.4375,0.4375
33,1.8,0.3,-44.0,42,-1.0476190476190477,0.42857142857142855
33,1.8,0.5,-131.0,55,-2.381818181818182,0.36363636363636365
33,1.8,0.7,-299.0,63,-4.746031746031746,0.25396825396825395
33,1.8,0.9,-323.0,75,-4.306666666666667,0.30666666666666664
33,2.0,0.1,-97.0,16,-6.0625,0.375
33,2.0,0.3,-167.0,38,-4.394736842105263,0.39473684210526316
33,2.0,0.5,-178.0,47,-3.7872340425531914,0.3404255319148936
33,2.0,0.7,-278.0,53,-5.245283018867925,0.24528301886792453
33,2.0,0.9,-292.0,62,-4.709677419354839,0.3225806451612903
33,2.2,0.1,-117.0,15,-7.8,0.3333333333333333
33,2.2,0.3,-235.0,36,-6.527777777777778,0.3888888888888889
33,2.2,0.5,-270.0,40,-6.75,0.35
33,2.2,0.7,-322.0,45,-7.155555555555556,0.26666666666666666
33,2.2,0.9,-329.0,49,-6.714285714285714,0.30612244897959184
33,2.4,0.1,-293.0,15,-19.533333333333335,0.26666666666666666
33,2.4,0.3,-310.0,30,-10.333333333333334,0.3333333333333333
33,2.4,0.5,-214.0,33,-6.484848484848484,0.3939393939393939
33,2.4,0.7,-212.0,33,-6.424242424242424,0.36363636363636365
33,2.4,0.9,-223.0,32,-6.96875,0.34375
34,0.8,0.1,-17.0,20,-0.85,0.65
34,0.8,0.3,-216.0,65,-3.3230769230769233,0.35384615384615387
34,0.8,0.5,-413.0,93,-4.440860215053763,0.3548387096774194
34,0.8,0.7,-478.0,115,-4.156521739130435,0.3130434782608696
34,0.8,0.9,-614.0,136,-4.514705882352941,0.29411764705882354
34,1.0,0.1,5.0,20,0.25,0.65
34,1.0,0.3,-108.0,65,-1.6615384615384616,0.3384615384615385
34,1.0,0.5,-455.0,86,-5.290697674418604,0.29069767441860467
34,1.0,0.7,-435.0,105,-4.142857142857143,0.26666666666666666
34,1.0,0.9,-587.0,121,-4.851239669421488,0.2809917355371901
34,1.2,0.1,-59.0,18,-3.2777777777777777,0.5555555555555556
34,1.2,0.3,-95.0,61,-1.5573770491803278,0.36065573770491804
34,1.2,0.5,-397.0,81,-4.901234567901234,0.32098765432098764
34,1.2,0.7,-387.0,99,-3.909090909090909,0.2828282828282828
34,1.2,0.9,-545.0,112,-4.866071428571429,0.29464285714285715
34,1.4,0.1,-162.0,17,-9.529411764705882,0.4117647058823529
34,1.4,0.3,-91.0,54,-1.6851851851851851,0.35185185185185186
34,1.4,0.5,-369.0,72,-5.125,0.3333333333333333
34,1.4,0.7,-327.0,87,-3.7586206896551726,0.2988505747126437
34,1.4,0.9,-487.0,99,-4.91919191919192,0.30303030303030304
34,1.6,0.1,-280.0,17,-16.470588235294116,0.4117647058823529
34,1.6,0.3,-190.0,50,-3.8,0.32
34,1.6,0.5,-355.0,65,-5.461538461538462,0.3230769230769231
34,1.6,0.7,-308.0,79,-3.8987341772151898,0.2911392405063291
34,1.6,0.9,-380.0,89,-4.269662921348314,0.29213483146067415
34,1.8,0.1,-222.0,16,-13.875,0.375
34,1.8,0.3,-143.0,45,-3.1777777777777776,0.37777777777777777
34,1.8,0.5,-180.0,58,-3.103448275862069,0.3275862068965517
34,1.8,0.7,-290.0,69,-4.202898550724638,0.2753623188405797
34,1.8,0.9,-356.0,78,-4.564102564102564,0.3076923076923077
34,2.0,0.1,-179.0,17,-10.529411764705882,0.4117647058823529
34,2.0,0.3,-124.0,38,-3.263157894736842,0.39473684210526316
34,2.0,0.5,-119.0,48,-2.4791666666666665,0.3541666666666667
34,2.0,0.7,-221.0,57,-3.8771929824561404,0.2982456140350877
34,2.0,0.9,-290.0,63,-4.603174603174603,0.31746031746031744
34,2.2,0.1,-193.0,16,-12.0625,0.375
34,2.2,0.3,-282.0,37,-7.621621621621622,0.3783783783783784
34,2.2,0.5,-249.0,41,-6.073170731707317,0.36585365853658536
34,2.2,0.7,-316.0,47,-6.723404255319149,0.2978723404255319
34,2.2,0.9,-351.0,47,-7.468085106382978,0.2765957446808511
34,2.4,0.1,-331.0,16,-20.6875,0.3125
34,2.4,0.3,-247.0,29,-8.517241379310345,0.3793103448275862
34,2.4,0.5,-157.0,30,-5.233333333333333,0.4666666666666667
34,2.4,0.7,-171.0,32,-5.34375,0.40625
34,2.4,0.9,-200.0,31,-6.451612903225806,0.3870967741935484
35,0.8,0.1,-143.0,25,-5.72,0.48
35,0.8,0.3,-45.0,64,-0.703125,0.375
35,0.8,0.5,-334.0,93,-3.5913978494623655,0.3655913978494624
35,0.8,0.7,-441.0,115,-3.8347826086956522,0.3130434782608696
35,0.8,0.9,-573.0,137,-4.182481751824818,0.29927007299270075
35,1.0,0.1,-144.0,25,-5.76,0.48
35,1.0,0.3,-16.0,61,-0.26229508196721313,0.36065573770491804
35,1.0,0.5,-394.0,85,-4.635294117647059,0.29411764705882354
35,1.0,0.7,-431.0,104,-4.144230769230769,0.25961538461538464
35,1.0,0.9,-549.0,120,-4.575,0.2833333333333333
35,1.2,0.1,-186.0,24,-7.75,0.4166666666666667
35,1.2,0.3,-35.0,57,-0.6140350877192983,0.3508771929824561
35,1.2,0.5,-383.0,80,-4.7875,0.3
35,1.2,0.7,-402.0,98,-4.1020408163265305,0.2653061224489796
35,1.2,0.9,-534.0,111,-4.8108108108108105,0.27927927927927926
35,1.4,0.1,-213.0,23,-9.26086956521739,0.34782608695652173
35,1.4,0.3,-2.0,51,-0.0392156862745098,0.39215686274509803
35,1.4,0.5,-334.0,72,-4.638888888888889,0.3333333333333333
35,1.4,0.7,-323.0,86,-3.755813953488372,0.29069767441860467
35,1.4,0.9,-442.0,99,-4.4646464646464645,0.31313131313131315
35,1.6,0.1,-286.0,22,-13.0,0.3181818181818182
35,1.6,0.3,-128.0,47,-2.723404255319149,0.3404255319148936
35,1.6,0.5,-357.0,65,-5.492307692307692,0.3076923076923077
35,1.6,0.7,-325.0,78,-4.166666666666667,0.2564102564102564
35,1.6,0.9,-357.0,89,-4.01123595505618,0.2808988764044944
35,1.8,0.1,-228.0,21,-10.857142857142858,0.2857142857142857
35,1.8,0.3,-68.0,41,-1.6585365853658536,0.4146341463414634
35,1.8,0.5,-176.0,58,-3.0344827586206895,0.3275862068965517
35,1.8,0.7,-314.0,68,-4.617647058823529,0.25
35,1.8,0.9,-349.0,78,-4.4743589743589745,0.2948717948717949
35,2.0,0.1,-167.0,20,-8.35,0.35
35,2.0,0.3,-41.0,34,-1.2058823529411764,0.4411764705882353
35,2.0,0.5,-109.0,46,-2.369565217391304,0.3695652173913043
35,2.0,0.7,-242.0,55,-4.4,0.2727272727272727
35,2.0,0.9,-280.0,62,-4.516129032258065,0.3064516129032258
35,2.2,0.1,-120.0,19,-6.315789473684211,0.3684210526315789
35,2.2,0.3,-142.0,34,-4.176470588235294,0.4117647058823529
35,2.2,0.5,-200.0,41,-4.878048780487805,0.36585365853658536
35,2.2,0.7,-282.0,46,-6.130434782608695,0.2826086956521739
35,2.2,0.9,-298.0,50,-5.96,0.3
35,2.4,0.1,-286.0,19,-15.052631578947368,0.21052631578947367
35,2.4,0.3,-253.0,28,-9.035714285714286,0.32142857142857145
35,2.4,0.5,-199.0,32,-6.21875,0.375
35,2.4,0.7,-224.0,34,-6.588235294117647,0.3235294117647059
35,2.4,0.9,-239.0,35,-6.828571428571428,0.3142857142857143
36,0.8,0.1,-232.0,24,-9.666666666666666,0.4166666666666667
36,0.8,0.3,-37.0,61,-0.6065573770491803,0.3770491803278688
36,0.8,0.5,-331.0,93,-3.5591397849462365,0.3548387096774194
36,0.8,0.7,-481.0,119,-4.042016806722689,0.3277310924369748
36,0.8,0.9,-563.0,139,-4.0503597122302155,0.2949640287769784
36,1.0,0.1,-228.0,24,-9.5,0.4166666666666667
36,1.0,0.3,-13.0,57,-0.22807017543859648,0.3684210526315789
36,1.0,0.5,-332.0,85,-3.9058823529411764,0.32941176470588235
36,1.0,0.7,-455.0,108,-4.212962962962963,0.28703703703703703
36,1.0,0.9,-536.0,122,-4.39344262295082,0.28688524590163933
36,1.2,0.1,-269.0,21,-12.80952380952381,0.3333333333333333
36,1.2,0.3,-35.0,53,-0.660377358490566,0.3584905660377358
36,1.2,0.5,-373.0,81,-4.604938271604938,0.30864197530864196
36,1.2,0.7,-471.0,102,-4.617647058823529,0.27450980392156865
36,1.2,0.9,-565.0,113,-5.0,0.25663716814159293
36,1.4,0.1,-231.0,21,-11.0,0.38095238095238093
36,1.4,0.3,17.0,49,0.3469387755102041,0.40816326530612246
36,1.4,0.5,-277.0,72,-3.8472222222222223,0.3611111111111111
36,1.4,0.7,-348.0,89,-3.9101123595505616,0.3258426966292135
36,1.4,0.9,-440.0,99,-4.444444444444445,0.31313131313131315
36,1.6,0.1,-338.0,19,-17.789473684210527,0.2631578947368421
36,1.6,0.3,-154.0,46,-3.347826086956522,0.32608695652173914
36,1.6,0.5,-384.0,67,-5.731343283582089,0.31343283582089554
36,1.6,0.7,-283.0,81,-3.493827160493827,0.2716049382716049
36,1.6,0.9,-349.0,89,-3.9213483146067416,0.29213483146067415
36,1.8,0.1,-274.0,19,-14.421052631578947,0.21052631578947367
36,1.8,0.3,-56.0,40,-1.4,0.425
36,1.8,0.5,-219.0,60,-3.65,0.3333333333333333
36,1.8,0.7,-286.0,71,-4.028169014084507,0.2676056338028169
36,1.8,0.9,-356.0,78,-4.564102564102564,0.2948717948717949
36,2.0,0.1,-221.0,18,-12.277777777777779,0.2777777777777778
36,2.0,0.3,-6.0,33,-0.18181818181818182,0.45454545454545453
36,2.0,0.5,-139.0,48,-2.8958333333333335,0.3541666666666667
36,2.0,0.7,-198.0,56,-3.5357142857142856,0.30357142857142855
36,2.0,0.9,-260.0,60,-4.333333333333333,0.31666666666666665
36,2.2,0.1,-215.0,19,-11.31578947368421,0.3157894736842105
36,2.2,0.3,-162.0,33,-4.909090909090909,0.3939393939393939
36,2.2,0.5,-254.0,43,-5.906976744186046,0.32558139534883723
36,2.2,0.7,-266.0,48,-5.541666666666667,0.2708333333333333
36,2.2,0.9,-305.0,51,-5.980392156862745,0.29411764705882354
36,2.4,0.1,-244.0,17,-14.352941176470589,0.23529411764705882
36,2.4,0.3,-269.0,28,-9.607142857142858,0.32142857142857145
36,2.4,0.5,-204.0,31,-6.580645161290323,0.3548387096774194
36,2.4,0.7,-220.0,33,-6.666666666666667,0.30303030303030304
36,2.4,0.9,-246.0,34,-7.235294117647059,0.29411764705882354
37,0.8,0.1,-97.0,23,-4.217391304347826,0.4782608695652174
37,0.8,0.3,-157.0,65,-2.4153846153846152,0.35384615384615387
37,0.8,0.5,-395.0,94,-4.202127659574468,0.3404255319148936
37,0.8,0.7,-505.0,123,-4.105691056910569,0.3089430894308943
37,0.8,0.9,-599.0,140,-4.2785714285714285,0.29285714285714287
37,1.0,0.1,-194.0,22,-8.818181818181818,0.45454545454545453
37,1.0,0.3,-118.0,60,-1.9666666666666666,0.35
37,1.0,0.5,-380.0,87,-4.367816091954023,0.3103448275862069
37,1.0,0.7,-456.0,113,-4.035398230088496,0.2920353982300885
37,1.0,0.9,-542.0,126,-4.301587301587301,0.29365079365079366
37,1.2,0.1,-230.0,20,-11.5,0.35
37,1.2,0.3,-124.0,56,-2.2142857142857144,0.3392857142857143
37,1.2,0.5,-411.0,82,-5.012195121951219,0.2926829268292683
37,1.2,0.7,-453.0,105,-4.314285714285714,0.2761904761904762
37,1.2,0.9,-519.0,114,-4.552631578947368,0.2807017543859649
37,1.4,0.1,-218.0,20,-10.9,0.35
37,1.4,0.3,-113.0,52,-2.173076923076923,0.36538461538461536
37,1.4,0.5,-342.0,72,-4.75,0.3194444444444444
37,1.4,0.7,-361.0,92,-3.9239130434782608,0.31521739130434784
37,1.4,0.9,-436.0,100,-4.36,0.32
37,1.6,0.1,-307.0,18,-17.055555555555557,0.2222222222222222
37,1.6,0.3,-233.0,49,-4.755102040816326,0.30612244897959184
37,1.6,0.5,-298.0,66,-4.515151515151516,0.2727272727272727
37,1.6,0.7,-300.0,83,-3.6144578313253013,0.26506024096385544
37,1.6,0.9,-357.0,89,-4.01123595505618,0.30337078651685395
