window,band_width,total_profit,trades,avg_profit,win_rate
1,0.1,0.0,0,0.0,0.0
1,0.2,0.0,0,0.0,0.0
1,0.30000000000000004,0.0,0,0.0,0.0
1,0.4,0.0,0,0.0,0.0
1,0.5,0.0,0,0.0,0.0
1,0.6000000000000001,0.0,0,0.0,0.0
1,0.7000000000000001,0.0,0,0.0,0.0
1,0.8,0.0,0,0.0,0.0
1,0.9,0.0,0,0.0,0.0
1,1.0,0.0,0,0.0,0.0
1,1.1,0.0,0,0.0,0.0
1,1.2000000000000002,0.0,0,0.0,0.0
1,1.3,0.0,0,0.0,0.0
1,1.4000000000000001,0.0,0,0.0,0.0
1,1.5,0.0,0,0.0,0.0
1,1.6,0.0,0,0.0,0.0
1,1.7000000000000002,0.0,0,0.0,0.0
1,1.8,0.0,0,0.0,0.0
1,1.9000000000000001,0.0,0,0.0,0.0
1,2.0,0.0,0,0.0,0.0
1,2.1,0.0,0,0.0,0.0
1,2.2,0.0,0,0.0,0.0
1,2.3000000000000003,0.0,0,0.0,0.0
1,2.4000000000000004,0.0,0,0.0,0.0
1,2.5,0.0,0,0.0,0.0
1,2.6,0.0,0,0.0,0.0
1,2.7,0.0,0,0.0,0.0
1,2.8000000000000003,0.0,0,0.0,0.0
1,2.9000000000000004,0.0,0,0.0,0.0
2,0.1,689.0,3229,0.2133787550325178,0.5766491173738
2,0.2,689.0,3229,0.2133787550325178,0.5766491173738
2,0.30000000000000004,689.0,3229,0.2133787550325178,0.5766491173738
2,0.4,689.0,3229,0.2133787550325178,0.5766491173738
2,0.5,689.0,3229,0.2133787550325178,0.5766491173738
2,0.6000000000000001,689.0,3229,0.2133787550325178,0.5766491173738
2,0.7000000000000001,689.0,3229,0.2133787550325178,0.5766491173738
2,0.8,0.0,0,0.0,0.0
2,0.9,0.0,0,0.0,0.0
2,1.0,0.0,0,0.0,0.0
2,1.1,0.0,0,0.0,0.0
2,1.2000000000000002,0.0,0,0.0,0.0
2,1.3,0.0,0,0.0,0.0
2,1.4000000000000001,0.0,0,0.0,0.0
2,1.5,0.0,0,0.0,0.0
2,1.6,0.0,0,0.0,0.0
2,1.7000000000000002,0.0,0,0.0,0.0
2,1.8,0.0,0,0.0,0.0
2,1.9000000000000001,0.0,0,0.0,0.0
2,2.0,0.0,0,0.0,0.0
2,2.1,0.0,0,0.0,0.0
2,2.2,0.0,0,0.0,0.0
2,2.3000000000000003,0.0,0,0.0,0.0
2,2.4000000000000004,0.0,0,0.0,0.0
2,2.5,0.0,0,0.0,0.0
