window,band_width,total_profit,trades,avg_profit,win_rate
3,0.5,-112.0,62,-1.8064516129032258,0.43548387096774194
3,0.7,-576.0,118,-4.88135593220339,0.3474576271186441
3,0.8999999999999999,-549.0,135,-4.066666666666666,0.34814814814814815
3,1.0999999999999999,-494.0,116,-4.258620689655173,0.25
3,1.2999999999999998,0.0,0,0.0,0.0
3,1.4999999999999998,0.0,0,0.0,0.0
3,1.6999999999999997,0.0,0,0.0,0.0
3,1.8999999999999997,0.0,0,0.0,0.0
3,2.0999999999999996,0.0,0,0.0,0.0
3,2.3,0.0,0,0.0,0.0
3,2.4999999999999996,0.0,0,0.0,0.0
3,2.6999999999999993,0.0,0,0.0,0.0
3,2.8999999999999995,0.0,0,0.0,0.0
4,0.5,-470.0,110,-4.2727272727272725,0.35454545454545455
4,0.7,-585.0,116,-5.043103448275862,0.3103448275862069
4,0.8999999999999999,-628.0,133,-4.7218045112781954,0.3233082706766917
4,1.0999999999999999,-563.0,140,-4.021428571428571,0.2857142857142857
4,1.2999999999999998,-411.0,110,-3.7363636363636363,0.2545454545454545
4,1.4999999999999998,-1.0,1,-1.0,0.0
4,1.6999999999999997,0.0,0,0.0,0.0
4,1.8999999999999997,0.0,0,0.0,0.0
4,2.0999999999999996,0.0,0,0.0,0.0
4,2.3,0.0,0,0.0,0.0
4,2.4999999999999996,0.0,0,0.0,0.0
4,2.6999999999999993,0.0,0,0.0,0.0
4,2.8999999999999995,0.0,0,0.0,0.0
5,0.5,-430.0,99,-4.343434343434343,0.3333333333333333
5,0.7,-549.0,123,-4.463414634146342,0.3170731707317073
5,0.8999999999999999,-562.0,137,-4.102189781021898,0.31386861313868614
5,1.0999999999999999,-715.0,144,-4.965277777777778,0.2708333333333333
5,1.2999999999999998,-593.0,127,-4.669291338582677,0.23622047244094488
5,1.4999999999999998,-355.0,83,-4.27710843373494,0.21686746987951808
5,1.6999999999999997,-176.0,29,-6.068965517241379,0.2413793103448276
5,1.8999999999999997,0.0,0,0.0,0.0
5,2.0999999999999996,0.0,0,0.0,0.0
5,2.3,0.0,0,0.0,0.0
5,2.4999999999999996,0.0,0,0.0,0.0
5,2.6999999999999993,0.0,0,0.0,0.0
5,2.8999999999999995,0.0,0,0.0,0.0
6,0.5,-526.0,102,-5.1568627450980395,0.3431372549019608
6,0.7,-436.0,122,-3.5737704918032787,0.32786885245901637
6,0.8999999999999999,-606.0,132,-4.590909090909091,0.30303030303030304
6,1.0999999999999999,-660.0,131,-5.038167938931298,0.2748091603053435
6,1.2999999999999998,-621.0,134,-4.634328358208955,0.23134328358208955
6,1.4999999999999998,-464.0,107,-4.336448598130841,0.22429906542056074
6,1.6999999999999997,-345.0,61,-5.655737704918033,0.14754098360655737
6,1.8999999999999997,-142.0,18,-7.888888888888889,0.2222222222222222
6,2.0999999999999996,0.0,0,0.0,0.0
6,2.3,0.0,0,0.0,0.0
6,2.4999999999999996,0.0,0,0.0,0.0
6,2.6999999999999993,0.0,0,0.0,0.0
6,2.8999999999999995,0.0,0,0.0,0.0
7,0.5,-441.0,92,-4.793478260869565,0.30434782608695654
7,0.7,-430.0,117,-3.675213675213675,0.3504273504273504
7,0.8999999999999999,-535.0,127,-4.21259842519685,0.31496062992125984
7,1.0999999999999999,-580.0,131,-4.427480916030534,0.2900763358778626
7,1.2999999999999998,-587.0,127,-4.622047244094488,0.2283464566929134
7,1.4999999999999998,-557.0,113,-4.929203539823009,0.21238938053097345
7,1.6999999999999997,-494.0,88,-5.613636363636363,0.20454545454545456
7,1.8999999999999997,-219.0,40,-5.475,0.175
7,2.0999999999999996,-34.0,7,-4.857142857142857,0.2857142857142857
7,2.3,0.0,0,0.0,0.0
7,2.4999999999999996,0.0,0,0.0,0.0
7,2.6999999999999993,0.0,0,0.0,0.0
7,2.8999999999999995,0.0,0,0.0,0.0
8,0.5,-353.0,89,-3.966292134831461,0.3258426966292135
8,0.7,-458.0,118,-3.8813559322033897,0.3135593220338983
8,0.8999999999999999,-544.0,133,-4.090225563909774,0.3082706766917293
8,1.0999999999999999,-638.0,132,-4.833333333333333,0.2878787878787879
8,1.2999999999999998,-570.0,125,-4.56,0.232
8,1.4999999999999998,-548.0,112,-4.892857142857143,0.1875
8,1.6999999999999997,-453.0,88,-5.1477272727272725,0.18181818181818182
8,1.8999999999999997,-281.0,53,-5.30188679245283,0.1509433962264151
8,2.0999999999999996,-115.0,22,-5.2272727272727275,0.22727272727272727
8,2.3,-2.0,1,-2.0,0.0
8,2.4999999999999996,0.0,0,0.0,0.0
8,2.6999999999999993,0.0,0,0.0,0.0
8,2.8999999999999995,0.0,0,0.0,0.0
9,0.5,-427.0,92,-4.641304347826087,0.2826086956521739
9,0.7,-701.0,123,-5.699186991869919,0.2926829268292683
9,0.8999999999999999,-648.0,133,-4.87218045112782,0.3233082706766917
9,1.0999999999999999,-581.0,130,-4.469230769230769,0.3153846153846154
9,1.2999999999999998,-572.0,122,-4.688524590163935,0.27049180327868855
9,1.4999999999999998,-586.0,110,-5.327272727272727,0.18181818181818182
9,1.6999999999999997,-488.0,89,-5.48314606741573,0.15730337078651685
9,1.8999999999999997,-444.0,64,-6.9375,0.125
9,2.0999999999999996,-98.0,26,-3.769230769230769,0.23076923076923078
9,2.3,-51.0,8,-6.375,0.125
9,2.4999999999999996,0.0,0,0.0,0.0
9,2.6999999999999993,0.0,0,0.0,0.0
9,2.8999999999999995,0.0,0,0.0,0.0
10,0.5,-627.0,99,-6.333333333333333,0.30303030303030304
10,0.7,-803.0,121,-6.636363636363637,0.2809917355371901
10,0.8999999999999999,-653.0,129,-5.062015503875969,0.2868217054263566
10,1.0999999999999999,-601.0,131,-4.587786259541985,0.31297709923664124
10,1.2999999999999998,-531.0,120,-4.425,0.2916666666666667
10,1.4999999999999998,-558.0,109,-5.1192660550458715,0.2018348623853211
10,1.6999999999999997,-588.0,85,-6.91764705882353,0.12941176470588237
10,1.8999999999999997,-383.0,62,-6.17741935483871,0.14516129032258066
10,2.0999999999999996,-203.0,32,-6.34375,0.15625
10,2.3,-53.0,9,-5.888888888888889,0.1111111111111111
10,2.4999999999999996,-19.0,2,-9.5,0.0
10,2.6999999999999993,0.0,0,0.0,0.0
10,2.8999999999999995,0.0,0,0.0,0.0
11,0.5,-535.0,104,-5.144230769230769,0.33653846153846156
11,0.7,-705.0,119,-5.92436974789916,0.29411764705882354
11,0.8999999999999999,-581.0,130,-4.469230769230769,0.3076923076923077
11,1.0999999999999999,-597.0,125,-4.776,0.304
11,1.2999999999999998,-604.0,116,-5.206896551724138,0.28448275862068967
11,1.4999999999999998,-497.0,108,-4.601851851851852,0.23148148148148148
11,1.6999999999999997,-639.0,88,-7.261363636363637,0.125
11,1.8999999999999997,-454.0,70,-6.485714285714286,0.14285714285714285
11,2.0999999999999996,-266.0,45,-5.911111111111111,0.15555555555555556
11,2.3,-74.0,18,-4.111111111111111,0.16666666666666666
11,2.4999999999999996,-33.0,5,-6.6,0.2
11,2.6999999999999993,-17.0,1,-17.0,0.0
11,2.8999999999999995,0.0,0,0.0,0.0
12,0.5,-482.0,104,-4.634615384615385,0.34615384615384615
12,0.7,-581.0,115,-5.052173913043478,0.2956521739130435
12,0.8999999999999999,-578.0,125,-4.624,0.288
12,1.0999999999999999,-553.0,125,-4.424,0.304
12,1.2999999999999998,-501.0,122,-4.10655737704918,0.29508196721311475
12,1.4999999999999998,-651.0,111,-5.864864864864865,0.23423423423423423
12,1.6999999999999997,-613.0,92,-6.663043478260869,0.13043478260869565
12,1.8999999999999997,-467.0,68,-6.867647058823529,0.14705882352941177
12,2.0999999999999996,-246.0,44,-5.590909090909091,0.18181818181818182
12,2.3,-88.0,21,-4.190476190476191,0.19047619047619047
12,2.4999999999999996,-28.0,6,-4.666666666666667,0.16666666666666666
12,2.6999999999999993,-23.0,2,-11.5,0.0
12,2.8999999999999995,0.0,0,0.0,0.0
13,0.5,-555.0,104,-5.336538461538462,0.3173076923076923
13,0.7,-614.0,121,-5.074380165289257,0.2892561983471074
13,0.8999999999999999,-684.0,123,-5.560975609756097,0.2764227642276423
13,1.0999999999999999,-562.0,119,-4.722689075630252,0.29411764705882354
13,1.2999999999999998,-579.0,120,-4.825,0.275
13,1.4999999999999998,-699.0,114,-6.131578947368421,0.22807017543859648
13,1.6999999999999997,-622.0,95,-6.5473684210526315,0.17894736842105263
13,1.8999999999999997,-397.0,66,-6.015151515151516,0.15151515151515152
13,2.0999999999999996,-297.0,52,-5.711538461538462,0.19230769230769232
13,2.3,-172.0,28,-6.142857142857143,0.17857142857142858
13,2.4999999999999996,-71.0,9,-7.888888888888889,0.0
13,2.6999999999999993,-27.0,3,-9.0,0.0
13,2.8999999999999995,0.0,0,0.0,0.0
14,0.5,-581.0,96,-6.052083333333333,0.3229166666666667
14,0.7,-641.0,121,-5.297520661157025,0.2809917355371901
14,0.8999999999999999,-726.0,117,-6.205128205128205,0.28205128205128205
14,1.0999999999999999,-540.0,126,-4.285714285714286,0.2777777777777778
14,1.2999999999999998,-697.0,121,-5.760330578512397,0.2644628099173554
14,1.4999999999999998,-686.0,110,-6.236363636363636,0.23636363636363636
14,1.6999999999999997,-599.0,96,-6.239583333333333,0.1875
14,1.8999999999999997,-463.0,75,-6.173333333333333,0.14666666666666667
14,2.0999999999999996,-319.0,51,-6.254901960784314,0.1568627450980392
14,2.3,-205.0,31,-6.612903225806452,0.16129032258064516
14,2.4999999999999996,-131.0,14,-9.357142857142858,0.0
14,2.6999999999999993,-24.0,3,-8.0,0.0
14,2.8999999999999995,-17.0,1,-17.0,0.0
15,0.5,-600.0,94,-6.382978723404255,0.32978723404255317
15,0.7,-675.0,116,-5.818965517241379,0.28448275862068967
15,0.8999999999999999,-622.0,120,-5.183333333333334,0.25833333333333336
15,1.0999999999999999,-562.0,127,-4.425196850393701,0.29133858267716534
