window,band_width,total_profit,trades,avg_profit,win_rate
22,1.4000000000000004,1908.5,3219,0.5928859894377135,0.8061509785647717
22,1.5000000000000004,1814.0,2995,0.6056761268781302,0.801669449081803
22,1.6000000000000005,1681.5,2742,0.6132385120350109,0.7935813274981766
22,1.7000000000000006,1554.0,2454,0.6332518337408313,0.7881010594947025
22,1.8000000000000007,1409.0,2131,0.661191928671985,0.7841389019239794
22,1.9000000000000008,1224.5,1821,0.672432729269632,0.7907742998352554
22,2.000000000000001,991.0,1564,0.6336317135549873,0.7813299232736572
22,2.100000000000001,807.0,1290,0.6255813953488372,0.7697674418604651
22,2.200000000000001,645.5,1057,0.6106906338694418,0.7464522232734153
22,2.300000000000001,531.0,862,0.6160092807424594,0.7273781902552204
22,2.4000000000000012,444.0,685,0.6481751824817519,0.7372262773722628
22,2.5000000000000013,344.5,546,0.6309523809523809,0.7197802197802198
22,2.6000000000000014,278.0,430,0.6465116279069767,0.7162790697674418
22,2.7000000000000015,217.0,326,0.6656441717791411,0.7055214723926381
22,2.8000000000000016,205.0,237,0.8649789029535865,0.729957805907173
22,2.9000000000000017,143.5,175,0.82,0.6857142857142857
22,3.0000000000000018,125.0,133,0.9398496240601504,0.6992481203007519
23,1.0,1837.5,3711,0.49514955537590943,0.8129884128267313
23,1.1,1872.5,3623,0.5168368755175269,0.8114821970742478
23,1.2000000000000002,1950.0,3516,0.5546075085324232,0.8100113765642776
23,1.3000000000000003,1962.0,3339,0.5876010781671159,0.8074273734651093
23,1.4000000000000004,1846.0,3196,0.5775969962453066,0.8028785982478097
23,1.5000000000000004,1772.0,2960,0.5986486486486486,0.8054054054054054
23,1.6000000000000005,1709.5,2726,0.6271093176815847,0.7997065297138665
23,1.7000000000000006,1560.5,2429,0.6424454508027995,0.7958007410456979
23,1.8000000000000007,1396.0,2130,0.6553990610328638,0.788262910798122
23,1.9000000000000008,1249.5,1844,0.6776030368763557,0.7922993492407809
23,2.000000000000001,966.5,1539,0.6280051981806368,0.7842755035737492
23,2.100000000000001,828.5,1295,0.6397683397683398,0.7691119691119691
23,2.200000000000001,638.0,1047,0.609360076408787,0.7488061127029608
23,2.300000000000001,510.0,859,0.5937136204889406,0.729918509895227
23,2.4000000000000012,417.0,685,0.6087591240875913,0.7284671532846715
23,2.5000000000000013,306.0,558,0.5483870967741935,0.7114695340501792
23,2.6000000000000014,256.0,432,0.5925925925925926,0.6990740740740741
23,2.7000000000000015,238.5,335,0.7119402985074627,0.7164179104477612
23,2.8000000000000016,195.5,249,0.785140562248996,0.7028112449799196
23,2.9000000000000017,165.0,185,0.8918918918918919,0.7027027027027027
23,3.0000000000000018,120.0,142,0.8450704225352113,0.6690140845070423
24,1.0,1740.5,3612,0.48186600221483944,0.8156146179401993
24,1.1,1877.0,3564,0.52665544332211,0.8148148148148148
24,1.2000000000000002,1984.0,3455,0.5742402315484805,0.811287988422576
24,1.3000000000000003,1914.0,3311,0.5780730897009967,0.8076109936575053
24,1.4000000000000004,1839.0,3143,0.5851097677378301,0.8052815781100859
24,1.5000000000000004,1736.5,2893,0.600241963359834,0.811614241272036
24,1.6000000000000005,1721.5,2698,0.638065233506301,0.8057820607857672
24,1.7000000000000006,1560.0,2415,0.6459627329192547,0.8004140786749483
24,1.8000000000000007,1427.5,2123,0.6723975506358926,0.790390956194065
24,1.9000000000000008,1256.0,1822,0.6893523600439078,0.7908891328210758
24,2.000000000000001,989.5,1520,0.6509868421052631,0.7907894736842105
24,2.100000000000001,795.5,1298,0.6128659476117103,0.7711864406779662
24,2.200000000000001,638.0,1049,0.6081982840800763,0.7530981887511916
24,2.300000000000001,508.0,860,0.5906976744186047,0.7267441860465116
24,2.4000000000000012,388.0,683,0.568081991215227,0.7218155197657394
24,2.5000000000000013,290.5,551,0.5272232304900182,0.7168784029038112
24,2.6000000000000014,219.0,431,0.5081206496519721,0.691415313225058
24,2.7000000000000015,209.0,334,0.625748502994012,0.7005988023952096
24,2.8000000000000016,174.0,255,0.6823529411764706,0.6901960784313725
24,2.9000000000000017,181.5,201,0.9029850746268657,0.7064676616915423
24,3.0000000000000018,142.5,149,0.9563758389261745,0.6912751677852349
25,1.0,1697.0,3528,0.48100907029478457,0.81859410430839
25,1.1,1845.5,3501,0.5271351042559269,0.8154812910596972
25,1.2000000000000002,1889.5,3393,0.5568818155025052,0.8128499852637784
25,1.3000000000000003,1818.5,3237,0.5617856039542787,0.8056842755637936
25,1.4000000000000004,1843.0,3100,0.594516129032258,0.81
25,1.5000000000000004,1711.5,2881,0.5940645609163485,0.8070114543561263
25,1.6000000000000005,1675.0,2669,0.6275758711127764,0.8089171974522293
25,1.7000000000000006,1598.0,2420,0.6603305785123967,0.8078512396694215
25,1.8000000000000007,1394.5,2119,0.6580934403020292,0.7876356772062294
25,1.9000000000000008,1217.5,1812,0.6719094922737306,0.7886313465783664
25,2.000000000000001,1004.0,1534,0.6544980443285529,0.7907431551499348
25,2.100000000000001,792.5,1276,0.6210815047021944,0.780564263322884
25,2.200000000000001,621.0,1044,0.5948275862068966,0.7547892720306514
25,2.300000000000001,501.0,857,0.5845974329054843,0.7409568261376897
25,2.4000000000000012,382.0,678,0.5634218289085545,0.7153392330383481
25,2.5000000000000013,278.0,543,0.5119705340699816,0.716390423572744
25,2.6000000000000014,239.0,439,0.5444191343963554,0.7038724373576309
25,2.7000000000000015,204.5,332,0.6159638554216867,0.6837349397590361
25,2.8000000000000016,199.5,264,0.7556818181818182,0.6856060606060606
25,2.9000000000000017,183.5,208,0.8822115384615384,0.6971153846153846
25,3.0000000000000018,152.5,153,0.9967320261437909,0.6928104575163399
26,1.0,1689.0,3456,0.4887152777777778,0.8194444444444444
26,1.1,1834.5,3474,0.5280656303972366,0.816350028785262
26,1.2000000000000002,1919.5,3391,0.5660572102624595,0.814508994396933
26,1.3000000000000003,1839.0,3223,0.5705864101768539,0.8107353397455787
26,1.4000000000000004,1766.5,3043,0.5805126519881696,0.8100558659217877
26,1.5000000000000004,1712.5,2867,0.5973142657830485,0.8130449947680503
26,1.6000000000000005,1617.0,2620,0.617175572519084,0.8103053435114503
26,1.7000000000000006,1527.5,2391,0.6388540359682141,0.8063571727310749
26,1.8000000000000007,1391.0,2104,0.6611216730038023,0.7961026615969582
26,1.9000000000000008,1194.5,1803,0.6625069328896284,0.7870216306156406
26,2.000000000000001,1035.5,1528,0.6776832460732984,0.7892670157068062
26,2.100000000000001,791.5,1268,0.624211356466877,0.7799684542586751
26,2.200000000000001,642.5,1046,0.614244741873805,0.7619502868068834
26,2.300000000000001,468.0,827,0.56590084643289,0.7376058041112454
26,2.4000000000000012,400.0,685,0.583941605839416,0.724087591240876
26,2.5000000000000013,316.5,556,0.5692446043165468,0.7176258992805755
26,2.6000000000000014,225.5,441,0.5113378684807256,0.7052154195011338
26,2.7000000000000015,190.5,345,0.5521739130434783,0.6840579710144927
26,2.8000000000000016,166.5,268,0.621268656716418,0.6753731343283582
26,2.9000000000000017,168.0,210,0.8,0.6952380952380952
26,3.0000000000000018,159.0,166,0.9578313253012049,0.6927710843373494
27,1.0,1683.0,3401,0.49485445457218463,0.8200529256101147
27,1.1,1778.0,3423,0.5194274028629857,0.8165352030382705
27,1.2000000000000002,1866.5,3322,0.5618603251053582,0.8166767007826611
27,1.3000000000000003,1766.0,3164,0.5581542351453855,0.8132111251580278
27,1.4000000000000004,1741.0,3006,0.5791749833666001,0.8127079174983367
27,1.5000000000000004,1721.0,2834,0.6072688779110798,0.8136908962597036
27,1.6000000000000005,1601.0,2574,0.621989121989122,0.8162393162393162
27,1.7000000000000006,1490.0,2342,0.6362083689154568,0.8065755764304013
27,1.8000000000000007,1341.0,2068,0.6484526112185687,0.7964216634429401
27,1.9000000000000008,1173.5,1803,0.6508596783139212,0.7864669994453688
27,2.000000000000001,1006.0,1515,0.664026402640264,0.7815181518151815
27,2.100000000000001,834.5,1275,0.6545098039215687,0.7850980392156863
27,2.200000000000001,633.0,1030,0.6145631067961165,0.7669902912621359
27,2.300000000000001,505.0,842,0.5997624703087886,0.7458432304038005
27,2.4000000000000012,408.5,683,0.5980966325036603,0.7306002928257687
27,2.5000000000000013,315.5,550,0.5736363636363636,0.72
27,2.6000000000000014,250.5,440,0.5693181818181818,0.7181818181818181
27,2.7000000000000015,207.0,354,0.5847457627118644,0.692090395480226
27,2.8000000000000016,184.0,285,0.6456140350877193,0.6807017543859649
27,2.9000000000000017,186.0,215,0.8651162790697674,0.7209302325581395
27,3.0000000000000018,155.0,163,0.950920245398773,0.6932515337423313
28,1.0,1619.5,3339,0.48502545672356995,0.821203953279425
28,1.1,1643.0,3337,0.49235840575367096,0.8175007491759065
28,1.2000000000000002,1824.5,3276,0.556929181929182,0.8183760683760684
28,1.3000000000000003,1727.5,3113,0.554930934789592,0.8130420815933184
28,1.4000000000000004,1675.5,2952,0.5675813008130082,0.8126693766937669
28,1.5000000000000004,1668.0,2766,0.6030368763557483,0.8145336225596529
28,1.6000000000000005,1545.5,2533,0.6101460718515594,0.8124753257007501
28,1.7000000000000006,1480.5,2310,0.6409090909090909,0.8108225108225108
28,1.8000000000000007,1371.5,2060,0.6657766990291262,0.8038834951456311
28,1.9000000000000008,1181.0,1778,0.6642294713160855,0.7930258717660292
28,2.000000000000001,952.0,1487,0.6402151983860122,0.7794216543375925
28,2.100000000000001,799.0,1253,0.6376695929768555,0.7789305666400639
28,2.200000000000001,634.5,1020,0.6220588235294118,0.7696078431372549
28,2.300000000000001,495.5,833,0.5948379351740696,0.7539015606242497
28,2.4000000000000012,392.0,670,0.5850746268656717,0.7388059701492538
28,2.5000000000000013,304.5,549,0.5546448087431693,0.7085610200364298
28,2.6000000000000014,215.5,429,0.5023310023310024,0.710955710955711
28,2.7000000000000015,198.0,360,0.55,0.6972222222222222
28,2.8000000000000016,166.5,295,0.5644067796610169,0.6677966101694915
28,2.9000000000000017,172.5,219,0.7876712328767124,0.7123287671232876
